User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
PoliPolinote,2021-05-13 15:56:12+00:00,1,Twitter Web App,a new type of d electrolysis intelligent material was created at the national university singapore us …select language on page this postdenmark esthonia malaysia holland norway dutch hungarian poland,en,new type electrolysis intelligent material created national university singapore u select language page postdenmark esthonia malaysia holland norway dutch hungarian poland,0.0,0.833,0.167,0.6124,positive
PoliPolinote,2021-05-13 09:34:37+00:00,1,Twitter Web App,chemicalengineeringa new type of d electrolysis intelligent material was created at the national university singapore us …select language on page this postdenmark esthonia malaysia holland norway dutch hungarian poland,en,chemicalengineeringa new type electrolysis intelligent material created national university singapore u select language page postdenmark esthonia malaysia holland norway dutch hungarian poland,0.0,0.839,0.161,0.6124,positive
PoliPolinote,2021-05-13 06:48:08+00:00,1,Twitter Web App,chemicalengineeringa new type of d electrolysis intelligent material was created at the national university singapore us …select language on page this postjapan malaysiapakistani philippines china more india dutch,en,chemicalengineeringa new type electrolysis intelligent material created national university singapore u select language page postjapan malaysiapakistani philippine china india dutch,0.0,0.833,0.167,0.6124,positive
ZtozM,2021-05-08 05:38:37+00:00,11,Twitter for iPhone,robert knows niece madam may know on long runs shangrila hotels malaysia and is a director of traders square the developer sure square she also chair governing board talents college tales their with national university singapore,en,robert know niece madam may know long run shangrila hotel malaysia director trader square developer sure square also chair governing board talent college tale national university singapore,0.0,0.862,0.138,0.6486,positive
jwmeirose,2021-05-08 03:17:28+00:00,0,Twitter Web App,they should know that you come to us freshly plucked away from a longer job as fellow researcher at institute of space science national university malaysia ulm,en,know come u freshly plucked away longer job fellow researcher institute space science national university malaysia ulm,0.0,1.0,0.0,0.0,neutral
CSISIndonesia,2021-05-07 14:38:29+00:00,1,TweetDeck,head of associate professor centre for asia studies was institute malaysian and international ideas national university malaysia ukmdiscussantsenior research fellow his indonesia,en,head associate professor centre asia study institute malaysian international idea national university malaysia ukmdiscussantsenior research fellow indonesia,0.0,1.0,0.0,0.0,neutral
DelyLElliot,2021-05-04 06:45:30+00:00,0,Twitter Web App,loudspeaker calling put students to participate in an arms perdana online survey from the national university of malaysiaif you would like get more information before agreeing take part please contact ramonaramonaplanesacup,en,loudspeaker calling put student participate arm perdana online survey national university malaysiaif would like get information agreeing take part please contact ramonaramonaplanesacup,0.0,0.79,0.21,0.7553,positive
FaeezFadhlillah,2021-04-28 01:47:17+00:00,0,LinkedIn,national transformation agenda malaysia future ready conference held at the prestigious university kebangsaan university of malaysiatruly an honor to be on stage with prof domo same sundaramprof dr hair khan dark dr…,en,national transformation agenda malaysia future ready conference held prestigious university kebangsaan university malaysiatruly honor stage prof domo sundaramprof dr hair khan dark dr ,0.0,0.84,0.16,0.6908,positive
DrLeeJones,2021-04-15 08:32:54+00:00,0,Twitter Web App,this is the fruit of newton fund award that allowed me to develop collaboration project with dr quick chengchwee national university malaysia ampother se asia scholars thanks and congress all involved ,en,fruit newton fund award allowed develop collaboration project dr quick chengchwee national university malaysia ampother se asia scholar thanks congress involved ,0.0,0.819,0.181,0.7506,positive
oinumt,2021-04-15 07:55:34+00:00,0,Twitter for Android,amp ulm known as the national university of malaysia has signed a you to foster academic research and institutional development between two partners for detailsuniversity education unofficial,en,amp ulm known national university malaysia signed foster academic research institutional development two partner detailsuniversity education unofficial,0.0,1.0,0.0,0.0,neutral
IlanaCamargo,2021-04-07 12:04:32+00:00,7,Twitter Web App,i want to thank dr human neohfor organizing a microbiology discussion with lemimo and her research group at the ulm medical molecular biology institute mb national university of malaysia ulm klmalaysia our meeting was an enriching experience,en,want thank dr human neohfor organizing microbiology discussion lemimo research group ulm medical molecular biology institute mb national university malaysia ulm klmalaysia meeting enriching experience,0.0,0.897,0.103,0.4215,positive
DrLeciaVicente,2021-04-01 14:50:06+00:00,3,Twitter for iPhone,happy to be a panelistannual conference discuss legal aspects of sustainable development withal royal swedish academy sciences older mauerhofer mid sweden university rasyikah valid national university malaysia and others,en,happy panelistannual conference discus legal aspect sustainable development withal royal swedish academy science older mauerhofer mid sweden university rasyikah valid national university malaysia others,0.0,0.833,0.167,0.6369,positive
IDP_Malaysia,2021-03-31 07:04:05+00:00,0,Twitter for Android,and global impact of their researchjoin our ireland Ireland in live series with national university away on st aprilfrom pm – pm amp attend meet up session and,en,global impact researchjoin ireland Ireland live series national university away st aprilfrom pm pm amp attend meet session,0.0,1.0,0.0,0.0,neutral
DrAsyraf,2021-03-25 06:47:36+00:00,6,Twitter for iPhone,thank you dolphin class law men kindergartenso sweet of allsmilingfacewithhearteyescovid service htm national university malaysia Malaysiacovidteamhappystrokologistphysician,en,thank dolphin class law men kindergartenso sweet allsmilingfacewithhearteyescovid service htm national university malaysia Malaysiacovidteamhappystrokologistphysician,0.0,0.718,0.282,0.6705,positive
dktatlow,2021-03-10 13:08:56+00:00,1,Twitter Web App,pus join us in v pleased to bare must surgeon amp author of liberating the malay mind sharifah munich plates faculty social sciences humanities national university malaysia by registering here,en,pu join u v pleased bare must surgeon amp author liberating malay mind sharifah munich plate faculty social science humanity national university malaysia registering,0.0,0.841,0.159,0.6249,positive
ValentSkin,2021-03-03 14:41:23+00:00,0,Twitter for iPhone,her achievements had names carved on the international stage and making country proudshe is also an active principal researcher lecturer in national university of malaysia ulm,en,achievement name carved international stage making country proudshe also active principal researcher lecturer national university malaysia ulm,0.0,0.903,0.097,0.4019,positive
DrAsyraf,2021-02-25 07:01:52+00:00,6,Twitter for iPhone,neurology team januaryfebruarywith our legs smilingfacewithhearteyesnational university of malaysiaukm hctmacademia,en,neurology team januaryfebruarywith leg smilingfacewithhearteyesnational university malaysiaukm hctmacademia,0.0,1.0,0.0,0.0,neutral
azryshah,2021-02-19 03:18:07+00:00,5,Twitter for iPhone,anywaywas a teacher who taught english as second language and was previously graduate from the national university of malaysia,en,anywaywas teacher taught english second language previously graduate national university malaysia,0.0,1.0,0.0,0.0,neutral
fotisfitsilis,2021-02-18 07:11:06+00:00,0,Twitter Web App,the presentation on covid and law at international weimar organized bathe national university of malaysia faculty law parliament via,en,presentation covid law international weimar organized bathe national university malaysia faculty law parliament via,0.0,1.0,0.0,0.0,neutral
ClimatEducate,2021-02-14 19:07:22+00:00,1,Twitter for Android,national university of malaysia she is also one the delegates from malaysia youth delegation an organisation representing voices in climate change agenda aid paid terrified rescue river interested,en,national university malaysia also one delegate malaysia youth delegation organisation representing voice climate change agenda aid paid terrified rescue river interested,0.114,0.714,0.171,0.25,positive
lut__h_______,2021-02-13 10:23:26+00:00,0,Twitter for Android,university of national malaysia crossmarknational checkmarkbuttonuniversity malay technology crossmarktechnology technical milka crossmarktechnical malacia state checkmarkbutton,en,university national malaysia crossmarknational checkmarkbuttonuniversity malay technology crossmarktechnology technical milka crossmarktechnical malacia state checkmarkbutton,0.0,1.0,0.0,0.0,neutral
mss_mum,2021-02-13 08:14:38+00:00,0,Twitter for iPhone,dr fazilah holds an md from the national university of malaysia and ma in healthcare administration told ohio she is professionally terrified enterprise architecture todaygovernanceamp management it count ,en,dr fazilah hold md national university malaysia healthcare administration told ohio professionally terrified enterprise architecture todaygovernanceamp management count ,0.129,0.871,0.0,-0.6124,negative
fotisfitsilis,2021-02-12 06:30:25+00:00,17,Twitter Web App,glad to be able present my research at the international weimar on covid and law organized by faculty of national university malaysiascan or code registersave datefebruarypm local timecovid,en,glad able present research international weimar covid law organized faculty national university malaysiascan code registersave datefebruarypm local timecovid,0.0,0.9,0.1,0.4588,positive
faizzahadi,2021-01-30 05:25:12+00:00,2,Twitter for Android,national university of malaysia,en,national university malaysia,0.0,1.0,0.0,0.0,neutral
nhsna16_,2021-01-27 11:23:02+00:00,0,Twitter for Android,assalamualaikum and greetingsin norhusna into sake a student of master in industrial organisational psychology from national university malaysia ulm,en,assalamualaikum greetingsin norhusna sake student master industrial organisational psychology national university malaysia ulm,0.0,1.0,0.0,0.0,neutral
michael_warren,2021-01-14 03:25:13+00:00,1,Twitter for iPad,heads up alert locked down and trying figure out where life is taking usblockchain bitcoin bullshit join next week for a complementary online session by the national university of malaysiaanddetails soon,en,head alert locked trying figure life taking usblockchain bitcoin bullshit join next week complementary online session national university malaysiaanddetails soon,0.108,0.767,0.125,-0.1027,positive
IsmailHanita,2022-09-23 19:09:52+00:00,0,Twitter for iPhone,alhamdulillah we welcomed more thanparticipants at the international conference washere university kebangsaan malaysia,en,alhamdulillah welcomed thanparticipants international conference washere university kebangsaan malaysia,0.0,0.833,0.167,0.34,positive
NST_Online,2022-09-23 02:00:01+00:00,0,TweetDeck,nstletters astudy by the international islamic university and university kebangsaan malaysia showed that malaysians read only two books year,en,nstletters astudy international islamic university university kebangsaan malaysia showed malaysian read two book year,0.0,1.0,0.0,0.0,neutral
yudiifal,2022-09-22 08:04:50+00:00,0,Instagram,letter of intent between faculty science and technology university kebangsaan malaysia agriculture university djuandabogorseptember universitas djuanda,en,letter intent faculty science technology university kebangsaan malaysia agriculture university djuandabogorseptember universitas djuanda,0.0,1.0,0.0,0.0,neutral
ptsl2ukm,2022-09-22 01:43:15+00:00,0,Twitter for Android,wily capture your learning endoctober open to students and staff of university kebangsaan malaysia,en,wily capture learning endoctober open student staff university kebangsaan malaysia,0.0,1.0,0.0,0.0,neutral
intofUI,2022-09-21 09:06:04+00:00,0,Twitter Web App,university kebangsaan malaysia courtesy visit to university indonesia sparks initial academic collaboration prospecthead our webster read more about the news backhandindexpointingright,en,university kebangsaan malaysia courtesy visit university indonesia spark initial academic collaboration prospecthead webster read news backhandindexpointingright,0.0,0.889,0.111,0.3612,positive
intofUI,2022-09-19 09:24:42+00:00,1,Twitter Web App,are you considering studying in malaysiaif yes then university kebangsaan malaysia should be on your listyou invitedjoin our university of indonesia i camps session about study september withfrom am to pm win,en,considering studying malaysiaif yes university kebangsaan malaysia listyou invitedjoin university indonesia camp session study september withfrom pm win,0.0,0.817,0.183,0.7579,positive
lawreviewUM,2022-09-19 06:17:49+00:00,0,Twitter Web App,their team of five is completed by mr iliad ivan from the faculty economics university malay ms sally yes kebangsaan malaysia and muhammad crash daniel university applied sciences würzburgschweinfurt ,en,team five completed mr iliad ivan faculty economics university malay m sally yes kebangsaan malaysia muhammad crash daniel university applied science würzburgschweinfurt ,0.083,0.833,0.083,0.0,neutral
AwasMalaysia,2022-09-18 01:18:05+00:00,0,Instagram,just posted a photohospital university kebangsaan malaysia,en,posted photohospital university kebangsaan malaysia,0.0,1.0,0.0,0.0,neutral
mypsa_official,2022-09-13 10:11:57+00:00,0,Twitter for iPhone,gypsy international overcome awareness quit competitionwinner announcementgreetings pharmilysmilingfacewithhearteyesupon reviewing the submission by participants we would like to take this opportunity congratulate chief hut chin from university kebangsaan malaysia who has been crowned,en,gypsy international overcome awareness quit competitionwinner announcementgreetings pharmilysmilingfacewithhearteyesupon reviewing submission participant would like take opportunity congratulate chief hut chin university kebangsaan malaysia crowned,0.0,0.764,0.236,0.8381,positive
NewsBFM,2022-09-09 14:36:33+00:00,30,Twitter Web App, the management does not care about us unless we do something that can jeopardized their reputation must finance secretary ahead warman was quoted by vicesuniversity kebangsaan malaysia student rep zeal has also claimed ulm students are facing same issues,en, management care u unless something jeopardized reputation must finance secretary ahead warman quoted vicesuniversity kebangsaan malaysia student rep zeal also claimed ulm student facing issue,0.065,0.935,0.0,-0.3875,negative
GUNi_net,2022-09-07 06:52:00+00:00,1,Twitter Web App,gunihighlightbookmarktabsrecalibrating the missions and roles of higher education a question balancebustinsilhouettenorzaini man professor at faculty education university kebangsaan malaysiaread full articlebackhandindexpointingright,en,gunihighlightbookmarktabsrecalibrating mission role higher education question balancebustinsilhouettenorzaini man professor faculty education university kebangsaan malaysiaread full articlebackhandindexpointingright,0.0,1.0,0.0,0.0,neutral
Scirp_Papers,2022-09-07 00:15:00+00:00,1,Twitter Web App,application of digital mind mapping mindomo in improving weak students narrative writing performancemorearticle by havana vejayan and melon md guns from university kebangsaan malaysia malaysia etc,en,application digital mind mapping mindomo improving weak student narrative writing performancemorearticle havana vejayan melon md gun university kebangsaan malaysia malaysia etc,0.098,0.808,0.094,-0.0258,negative
ZUDBabar,2022-09-03 02:51:04+00:00,14,Twitter Web App,it was pleasure to visit university kebangsaan malaysia ulm yesterdaymalaysiaa relatively advanced country also faces challenges with regard pharmaceutical health systemgreat discussion on how meaningful research is defined and the impactpharmacy,en,pleasure visit university kebangsaan malaysia ulm yesterdaymalaysiaa relatively advanced country also face challenge regard pharmaceutical health systemgreat discussion meaningful research defined impactpharmacy,0.0,0.744,0.256,0.8074,positive
door_prince,2022-09-01 00:44:15+00:00,0,Twitter Web App,attending a virtual conference of the th emergencymedicine seminar series collaboration weimar series organized by university kebangsaan malaysia university brawijaya and university philippinesphilippine general hospital,en,attending virtual conference th emergencymedicine seminar series collaboration weimar series organized university kebangsaan malaysia university brawijaya university philippinesphilippine general hospital,0.0,1.0,0.0,0.0,neutral
UNMCPsychology,2022-08-29 14:15:40+00:00,1,Twitter for iPhone,un school of education university kebangsaan malaysia and pains malaysiaapplicant should hold or expect to receive a first class high upper secondclass bc honours degree equivalent an ms in relevant subject eg psychology neuroscience,en,un school education university kebangsaan malaysia pain malaysiaapplicant hold expect receive first class high upper secondclass bc honour degree equivalent m relevant subject eg psychology neuroscience,0.076,0.838,0.086,0.1027,positive
UMAlR_,2022-08-27 02:47:31+00:00,0,LinkedIn,postgraduate study opportunityinstitute of systems biology university kebangsaan malaysia bangbachelor master pad postdoctoral fellowship and academic non opportunities at one place join telegram for more…,en,postgraduate study opportunityinstitute system biology university kebangsaan malaysia bangbachelor master pad postdoctoral fellowship academic non opportunity one place join telegram ,0.0,0.827,0.173,0.5859,positive
autismcafe_,2022-08-25 01:18:52+00:00,0,Instagram,sharing knowledge on cutis with university kebangsaan malaysia feel free to join aautismcafeproject fwdtakaful,en,sharing knowledge cutis university kebangsaan malaysia feel free join aautismcafeproject fwdtakaful,0.0,0.57,0.43,0.8074,positive
EducationMYSIA,2022-08-22 08:31:07+00:00,0,Twitter Web App,bahagian education malaysia bethe first day of the workshop was also joined by one our board directors prof dato to dr mood khan he workman who is vice chancellor for university kebangsaan ulm mr radzlan bin jalaludin,en,bahagian education malaysia bethe first day workshop also joined one board director prof dato dr mood khan workman vice chancellor university kebangsaan ulm mr radzlan bin jalaludin,0.0,1.0,0.0,0.0,neutral
EducationMYSIA,2022-08-19 08:07:42+00:00,2,Twitter Web App,eggs is honoured to support the volleyball friendly match between university kebangsaan malaysia representing and boor latane indonesia on with augustin conjunction with syarahan counselor thank mukhriz key,en,egg honoured support volleyball friendly match university kebangsaan malaysia representing boor latane indonesia augustin conjunction syarahan counselor thank mukhriz key,0.0,0.674,0.326,0.891,positive
for_cps,2022-08-17 14:50:37+00:00,0,Twitter Web App,keynote speaker dr shed amid altar former foreign ministerchairman adjunct professor university kebangsaan malaysiachief guest m a manna p honorable ministry of planning bangladesh,en,keynote speaker dr shed amid altar former foreign ministerchairman adjunct professor university kebangsaan malaysiachief guest manna p honorable ministry planning bangladesh,0.0,0.851,0.149,0.5423,positive
IMMikhailHafiz,2022-08-16 05:31:46+00:00,5,Twitter for iPhone,the meal hurrah personality award he gave following speech in his implacable and melodious balaga delay at university kebangsaan malaysia last year mesmerized me audience into a glowing silence,en,meal hurrah personality award gave following speech implacable melodious balaga delay university kebangsaan malaysia last year mesmerized audience glowing silence,0.067,0.727,0.206,0.7003,positive
iojthetouch,2022-08-09 12:16:54+00:00,3,Twitter for iPhone,successfully conducted joy fabricevent ceremony at hospital counselor thank muhriz university kebangsaan malaysia earlier today is a campaign carried out to educate the public about importance of managing unused clothes in right way,en,successfully conducted joy fabricevent ceremony hospital counselor thank muhriz university kebangsaan malaysia earlier today campaign carried educate public importance managing unused clothes right way,0.0,0.7,0.3,0.9001,positive
SwitchTM,2022-08-04 03:57:01+00:00,11,Hootsuite Inc.,star trade your phone for cash starnow happening at university kebangsaan malaysiaukmcheckmarkbuttoncompass un tour will be heredaysaugust from ampmroundpushpinarmsperpustakaan ten peri leaning itsfireovertake offers up to rmfireonly available during the tour,en,star trade phone cash starnow happening university kebangsaan malaysiaukmcheckmarkbuttoncompass un tour heredaysaugust ampmroundpushpinarmsperpustakaan ten peri leaning itsfireovertake offer rmfireonly available tour,0.0,1.0,0.0,0.0,neutral
shukri_hajinoor,2022-08-03 15:52:23+00:00,0,Instagram,i am an assessor for a paper online graduate students colloquies at the faculty of economics and management university kebangsaan malaysiaaugustwed amam,en,assessor paper online graduate student colloquy faculty economics management university kebangsaan malaysiaaugustwed amam,0.0,1.0,0.0,0.0,neutral
WorldFishCenter,2022-08-02 08:10:14+00:00,10,Hootsuite Inc.,megaphone an exciting day for worldfish in openingwe brougham university kebangsaan malaysias cuba alarm to visit our partner organizations inch friends at the centre marine amp coastal studies fisheries research institutecheck out photo backhandindexpointingdown,en,megaphone exciting day worldfish openingwe brougham university kebangsaan malaysia cuba alarm visit partner organization inch friend centre marine amp coastal study fishery research institutecheck photo backhandindexpointingdown,0.06,0.781,0.159,0.5994,positive
mypsa_official,2022-07-31 04:17:57+00:00,0,Twitter for iPhone,warmest congratulations to ourdinners of has blood donation quit who won amandcash prizes respectively1stplacemedalms que via see from international medical university gypsy2ndplacemedalms arifah into about rank university kebangsaan malaysia gypsy,en,warmest congratulation ourdinners blood donation quit amandcash prize respectively1stplacemedalms que via see international medical university gypsy2ndplacemedalms arifah rank university kebangsaan malaysia gypsy,0.0,0.662,0.338,0.9231,positive
HernandezAviva,2022-07-29 00:23:27+00:00,0,Twitter Web App,raging research and practices in malaysiareally proud of this collaboration effort between being researches from university put malaysia kebangsaan malaysia and,en,raging research practice malaysiareally proud collaboration effort research university put malaysia kebangsaan malaysia,0.133,0.745,0.122,-0.0772,negative
mawptan,2022-07-29 00:19:55+00:00,0,Twitter Web App,raging research and practices in malaysiareally proud of this collaboration effort between being researches fromuniversity put malaysia kebangsaan malaysia and,en,raging research practice malaysiareally proud collaboration effort research fromuniversity put malaysia kebangsaan malaysia,0.139,0.735,0.127,-0.0772,negative
MohdShukriYajid,2022-07-28 14:03:01+00:00,120,Twitter for iPhone,welcomed prof dato to dr mood khan he workman vice chancellor university kebangsaan malaysia and encourage todiscourse on bridging expertise longer collaboration projects,en,welcomed prof dato dr mood khan workman vice chancellor university kebangsaan malaysia encourage todiscourse bridging expertise longer collaboration project,0.0,0.787,0.213,0.6908,positive
ilhamnium,2022-07-27 06:21:56+00:00,0,LinkedIn,our group from university malay kebangsaan malaysia ulm and tula tumour until entered a memorandum of understanding with gamut land to improve the overall environmental sustainability governance est indicator at pay…,en,group university malay kebangsaan malaysia ulm tula tumour entered memorandum understanding gamut land improve overall environmental sustainability governance est indicator pay ,0.0,0.909,0.091,0.4404,positive
YayasanTAR,2022-07-21 10:12:08+00:00,4,Twitter for iPhone,meet our next trunk scholar cheap anisya soon degree student of economics in university kebangsaan malaysia ulmbackhandindexpointingdownmediumskintone immense yourself wanissas story belowtrophy tunkuscholars come from diverse backgroundsvarious achievements so stay tuned for moreyayasantar,en,meet next trunk scholar cheap anisya soon degree student economics university kebangsaan malaysia ulmbackhandindexpointingdownmediumskintone immense wanissas story belowtrophy tunkuscholars come diverse backgroundsvarious achievement stay tuned moreyayasantar,0.0,1.0,0.0,0.0,neutral
intofUI,2022-07-21 09:18:39+00:00,0,Twitter Web App,university kebangsaan malaysia are proud to announce the engineering summer school this program offers a week virtual programme that provides you with opportunity study various and architecture discipline,en,university kebangsaan malaysia proud announce engineering summer school program offer week virtual programme provides opportunity study various architecture discipline,0.0,0.809,0.191,0.7096,positive
NST_Online,2022-07-13 10:09:58+00:00,3,Twitter Web App,station university kebangsaan malaysia ulm welcomes the initiative by higher education minister to introduce menu iowa keluarga at university cafeterias reduce students burden amid rising cost of living,en,station university kebangsaan malaysia ulm welcome initiative higher education minister introduce menu iowa keluarga university cafeteria reduce student burden amid rising cost living,0.092,0.823,0.085,-0.0516,negative
EducationMYSIA,2022-07-09 15:51:16+00:00,0,Twitter Web App,approximatelystudents from various universities attended the higher session in tula tumour was also by mr hafiz result ashamed assistant registrar student experience amp partners relations university kebangsaan malaysia ulm who is,en,approximatelystudents various university attended higher session tula tumour also mr hafiz result ashamed assistant registrar student experience amp partner relation university kebangsaan malaysia ulm,0.094,0.906,0.0,-0.4767,negative
pkmkugm_,2022-07-08 02:42:49+00:00,0,Twitter Web App,the with virtual postgraduate forum pre conferencejulie conferencepublichealth universitikebangsaanmalaysia universitasgadjahmada princeofsongklauniversity mahidoluniversity kemenkesri naresuanuniversity,en,virtual postgraduate forum pre conferencejulie conferencepublichealth universitikebangsaanmalaysia universitasgadjahmada princeofsongklauniversity mahidoluniversity kemenkesri naresuanuniversity,0.0,1.0,0.0,0.0,neutral
NST_Online,2022-07-07 15:46:53+00:00,0,TweetDeck,nstsports university kebangsaan malaysias graduate school of business ukmgsb recently organised a charity golf event at the sugar long amp country club slice in support mentalhealthawareness,en,nstsports university kebangsaan malaysia graduate school business ukmgsb recently organised charity golf event sugar long amp country club slice support mentalhealthawareness,0.0,0.807,0.193,0.6705,positive
edutech_asia,2022-07-06 08:00:01+00:00,0,Twitter Web App,dr norazah nodding dean faculty of education university kebangsaan malaysia at edutechasia will share how universities can act as global citizens in this new face internationalisationlearn moreinspirationineducation higher,en,dr norazah nodding dean faculty education university kebangsaan malaysia edutechasia share university act global citizen new face internationalisationlearn moreinspirationineducation higher,0.0,0.925,0.075,0.296,positive
Scirp_Papers,2022-07-05 06:20:00+00:00,0,Twitter Web App,the integration of it in improving reading comprehension skill a systematic literature reviewmorearticle by mood nur hifzhan bin norman and melon md guns from university kebangsaan malaysia ulm malaysia,en,integration improving reading comprehension skill systematic literature reviewmorearticle mood nur hifzhan bin norman melon md gun university kebangsaan malaysia ulm malaysia,0.0,0.906,0.094,0.4215,positive
nhsna16_,2022-07-02 10:40:28+00:00,0,Twitter for iPhone,we master of social science industrial and organizational psychology students from university kebangsaan malaysia ulm is conducting a study to evaluate the level effectiveness organizations in multinational companies mac within malaysia,en,master social science industrial organizational psychology student university kebangsaan malaysia ulm conducting study evaluate level effectiveness organization multinational company mac within malaysia,0.0,1.0,0.0,0.0,neutral
unpad_io,2022-07-01 13:04:37+00:00,4,Twitter Web App,unpaid and ulm ready to hold dual degree program university padjadjaran posted a visit from university kebangsaan malaysia in establishing collaboration program,en,unpaid ulm ready hold dual degree program university padjadjaran posted visit university kebangsaan malaysia establishing collaboration program,0.0,0.889,0.111,0.3612,positive
unpad_io,2022-07-01 12:11:58+00:00,2,Twitter Web App,opportunity alertuniversiti kebangsaan malaysia ulm offers a instinctively asia and global experience that is grounded in minimizing the potential of students their futurereadiness oncoming exchange can take variety crossdisciplinary nodules from,en,opportunity alertuniversiti kebangsaan malaysia ulm offer instinctively asia global experience grounded minimizing potential student futurereadiness oncoming exchange take variety crossdisciplinary nodule,0.0,0.912,0.088,0.4215,positive
ipicom_u,2022-07-01 07:01:22+00:00,3,Twitter Web App,call for applications exchange program to university kebangsaan malaysia the fall intakeplease complete your online application form top international umyogya studentexchange,en,call application exchange program university kebangsaan malaysia fall intakeplease complete online application form top international umyogya studentexchange,0.0,0.917,0.083,0.2023,positive
topglovecorp,2022-06-29 04:06:52+00:00,0,Twitter Web App,followed by an environmental forum title only one earth onjunewith invited speakers from the department of environment doe selangor shah alarm city council must university kebangsaan malaysia ulm and free tree societycount,en,followed environmental forum title one earth onjunewith invited speaker department environment doe selangor shah alarm city council must university kebangsaan malaysia ulm free tree societycount,0.067,0.84,0.092,0.2263,positive
iojthetouch,2022-06-28 09:36:05+00:00,4,Twitter for iPhone,today we had fun and chill moments with our newly appointed ion student ambassadors from university malay kebangsaan malaysia uowmkdu unirazak slam antarabangsa the one academy put point college icons,en,today fun chill moment newly appointed ion student ambassador university malay kebangsaan malaysia uowmkdu unirazak slam antarabangsa one academy put point college icon,0.077,0.826,0.097,0.1779,positive
upsilonsigmaphi,2022-06-28 02:02:21+00:00,0,Twitter Web App,prior to his current positions he served as the vice president of university philippines system fromundersecretary doand a professor emergency medicine at university kebangsaan malaysia,en,prior current position served vice president university philippine system fromundersecretary doand professor emergency medicine university kebangsaan malaysia,0.102,0.898,0.0,-0.3818,negative
NST_Online,2022-06-24 01:16:10+00:00,4,Twitter Web App,station education expert dr anna ahead from university kebangsaan malaysia said students could use their time in school to find calling instead of rousing on academic achievementssum exam,en,station education expert dr anna ahead university kebangsaan malaysia said student could use time school find calling instead rousing academic achievementssum exam,0.0,1.0,0.0,0.0,neutral
Zorflex,2022-06-23 13:07:51+00:00,0,Twitter Web App,last week our regional sales manager took a trip to malaysia meet with local clinicians and distributorit was great visit the diabetic foot care team at hospital university kebangsaan singaporean malaysian distributor ,en,last week regional sale manager took trip malaysia meet local clinician distributorit great visit diabetic foot care team hospital university kebangsaan singaporean malaysian distributor ,0.0,0.799,0.201,0.8074,positive
FacAccount_UiTM,2022-06-21 11:45:37+00:00,1,Twitter for Android,titlecollaboration in research and publicationwhy howdate junewednesdaytime pmb pmspeakerprof dato dr norman mood sale university kebangsaan malaysia ukmmoderatordr peri au measure md dad faculty of accountant it,en,titlecollaboration research publicationwhy howdate junewednesdaytime pmb pmspeakerprof dato dr norman mood sale university kebangsaan malaysia ukmmoderatordr peri au measure md dad faculty accountant,0.0,1.0,0.0,0.0,neutral
richardker,2022-06-18 14:21:50+00:00,1182,Twitter Web App, dinah door was an teachershe had a degree in the teaching of english as second language tell from university kebangsaan malaysia ulm,en, dinah door teachershe degree teaching english second language tell university kebangsaan malaysia ulm,0.0,1.0,0.0,0.0,neutral
KarierUkm,2022-06-16 01:16:23+00:00,0,Twitter for Android,good news to all students and graduates of university kebangsaan malaysia the career entrepreneurship exit will be held onrunin collaboration ukmcesmed hi calumny ulm,en,good news student graduate university kebangsaan malaysia career entrepreneurship exit held onrunin collaboration ukmcesmed hi calumny ulm,0.0,0.888,0.112,0.4404,positive
DrRashidSumaila,2022-08-15 23:41:30+00:00,3,Twitter Web App,this happened onnationaluniversityofmalaysia,en,happened onnationaluniversityofmalaysia,0.0,1.0,0.0,0.0,neutral
ixtelecom,2021-01-04 03:41:46+00:00,1,Twitter for Android,tomorrow our co and founder towill be tickling the current future tends in tell networking technologies as part of a second sharing session withsave date for tomorrow pmpm gmtixtelecomnationaluniversityofmalaysia,en,tomorrow co founder towill tickling current future tends tell networking technology part second sharing session withsave date tomorrow pmpm gmtixtelecomnationaluniversityofmalaysia,0.0,0.906,0.094,0.4215,positive
NST_Online,2022-05-20 13:26:44+00:00,1,Twitter Web App,station universitikebangsaanmalaysia marked a new chapter in its efforts to make malaysia the hut of highereducation when it became first public university open branch overseas namely dora later,en,station universitikebangsaanmalaysia marked new chapter effort make malaysia hut highereducation became first public university open branch overseas namely dora later,0.0,1.0,0.0,0.0,neutral
NST_Online,2022-05-18 14:39:00+00:00,2,Twitter Web App,station organised by universitikebangsaanmalaysias education facultypersons with disabilities pad aged betweenandtook part in the programme,en,station organised universitikebangsaanmalaysias education facultypersons disability pad aged betweenandtook part programme,0.0,1.0,0.0,0.0,neutral
fuelcellsworks,2022-03-14 13:14:26+00:00,7,Hootsuite Inc.,universitikebangsaanmalaysia researches develop hydrogen fuelcell vehiclesthe fuel cell vehicles were developed in collaboration with industry partners through the modification of electricvehicleshydrogennow hydrogennews fuelcells,en,universitikebangsaanmalaysia research develop hydrogen fuelcell vehiclesthe fuel cell vehicle developed collaboration industry partner modification electricvehicleshydrogennow hydrogennews fuelcells,0.0,1.0,0.0,0.0,neutral
