User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
kiben_g,2022-05-15 12:20:15+00:00,2,Twitter for Android,tula tumour – a graduateclaimed that the doctor of philosophy pad degree he received from public university university put malaysia up was not recognized abroad,en,tula tumour graduateclaimed doctor philosophy pad degree received public university university put malaysia recognized abroad,0.0,1.0,0.0,0.0,neutral
Catroo22,2022-05-13 07:43:03+00:00,0,Twitter for Android,hey guns long time no see now in in ll to study up or university put malaysia i livehealing apartment not too far but okay bye see you next timebeamingfacewithsmilingeyes,en,hey gun long time see study university put malaysia livehealing apartment far okay bye see next timebeamingfacewithsmilingeyes,0.052,0.872,0.076,0.1901,positive
RicwilM,2022-05-09 03:12:06+00:00,0,ContentStudio.io,recoil has equipped hospital pengajar university put malaysia hum with preinsulated pipes bare pipes and fitting provides comprehensive medical care to the community regardless of socioeconomic statusricwilmalaysia construction ricwilproject,en,recoil equipped hospital pengajar university put malaysia hum preinsulated pipe bare pipe fitting provides comprehensive medical care community regardless socioeconomic statusricwilmalaysia construction ricwilproject,0.0,0.839,0.161,0.6369,positive
NewsBFM,2022-05-06 08:47:32+00:00,194,Twitter Web App, senior lecturer at university put malaysias forestry and environment faculty mood yusoff shak told bernama it is getting harder for malaysia to achieve its zero singles plastic target byif not impossiblehe has blamed this on public apathy,en, senior lecturer university put malaysia forestry environment faculty mood yusoff shak told bernama getting harder malaysia achieve zero single plastic target byif impossiblehe blamed public apathy,0.055,0.88,0.064,0.091,positive
unpad_io,2022-05-05 11:59:36+00:00,2,Twitter for iPhone,the university put malaysia bound mobility program is now open for those who are interested in studying one of top research universities and asia this a great chance you from shorter academic visits to longer smelter exchanges,en,university put malaysia bound mobility program open interested studying one top research university asia great chance shorter academic visit longer smelter exchange,0.0,0.738,0.262,0.8853,positive
richardker,2022-05-05 09:05:55+00:00,131,Twitter Web App,prof dr sit alma ahead is a senior lecturer of biochemistry department faculty biotechnology amp biomolecular sciences at university put malaysia upshe been to antartica few times for her researchone it lasteddays but she having fun,en,prof dr sit alma ahead senior lecturer biochemistry department faculty biotechnology amp biomolecular science university put malaysia upshe antartica time researchone lasteddays fun,0.0,0.884,0.116,0.6652,positive
ijwmn_n,2022-05-05 04:59:59+00:00,0,Twitter Web App,a practice greedy routine protocol preclude sinkhole formation in tireless senior networksmayada s a mustafa borhanuddin m ali ma rapidshameful j hashim i saved future university sudan university put malaysia prince steam bin abdalaziz,en,practice greedy routine protocol preclude sinkhole formation tireless senior networksmayada mustafa borhanuddin ali rapidshameful j hashim saved future university sudan university put malaysia prince steam bin abdalaziz,0.074,0.836,0.09,0.128,positive
thevibesnews,2022-05-03 11:04:02+00:00,1,Twitter for iPhone,professor kulanthayan kc man of university put malaysias community health department medicine and sciences faculty said drivers stand a better chance preventing accidents by simply slowing down,en,professor kulanthayan kc man university put malaysia community health department medicine science faculty said driver stand better chance preventing accident simply slowing,0.112,0.726,0.162,0.3612,positive
sbesaupm,2022-05-02 03:54:29+00:00,0,Twitter for Android,school of business and economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,en,school business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,0.0,1.0,0.0,0.0,neutral
putraBschool,2022-04-25 04:40:09+00:00,0,Twitter Web App,earliest congratulations to big prof dr ism arid ismail on the appointment as deputy vice chancellor academic and international of university put malaysia up effectiveapril ,en,earliest congratulation big prof dr ism arid ismail appointment deputy vice chancellor academic international university put malaysia effectiveapril ,0.0,0.86,0.14,0.5994,positive
ihsr_my,2022-04-23 04:18:22+00:00,4,Twitter for iPhone,his was invited by department of community health faculty medicine and social sciences university put malaysia up to give online lecture series on health policy planningread more ff page,en,invited department community health faculty medicine social science university put malaysia give online lecture series health policy planningread ff page,0.0,0.901,0.099,0.4754,positive
IleapsA,2022-04-21 07:19:58+00:00,1,Twitter Web App,save the environment earthen image of my storyimagerainwater harvesting system for toilet flushing in convent infant jesusprimary school malaysia which has reduced water usage by full name amp affiliation area manual praveena university put,en,save environment earthen image storyimagerainwater harvesting system toilet flushing convent infant jesusprimary school malaysia reduced water usage full name amp affiliation area manual praveena university put,0.0,0.912,0.088,0.4939,positive
sbesaupm,2022-04-19 03:41:41+00:00,0,Twitter for Android,school of business and economicsstudent associationuniversiti put malaysiaspeupmsbesaupmberilmuberbaktiweloveupm,en,school business economicsstudent associationuniversiti put malaysiaspeupmsbesaupmberilmuberbaktiweloveupm,0.0,1.0,0.0,0.0,neutral
MAliou2020,2022-04-18 15:58:44+00:00,0,Twitter for Android,good day sir i am interested in that area have master degree analytical chemistry from university put malaysia and my research thesis was performed on rubber waste collected gloves industry converted into novel polymer absorbent to remove,en,good day sir interested area master degree analytical chemistry university put malaysia research thesis performed rubber waste collected glove industry converted novel polymer absorbent remove,0.066,0.749,0.185,0.6249,positive
SarawakSedc,2022-04-12 07:13:41+00:00,0,Twitter Web App,thank you to his royal highness dato peri drama shed ryazan igni almarhum thank put jamalullail board chairman of university malaysia up amp encourage for joining discussion with us bringing at grandmargherita hotel touching,en,thank royal highness dato peri drama shed ryazan igni almarhum thank put jamalullail board chairman university malaysia amp encourage joining discussion u bringing grandmargherita hotel touching,0.0,0.789,0.211,0.8074,positive
Scirp_Papers,2022-04-08 04:15:56+00:00,0,Twitter Web App,the role of preoperative ultrasound and sestamibi scintigraphy in surgical management primary hyperparathyroidism a review literaturemorearticle by shahnaz noorul main et al from university put malaysia malaysia,en,role preoperative ultrasound sestamibi scintigraphy surgical management primary hyperparathyroidism review literaturemorearticle shahnaz noorul main et al university put malaysia malaysia,0.0,1.0,0.0,0.0,neutral
asiatic27,2022-04-08 01:53:25+00:00,0,Twitter for iPhone,does university put malaysia canteen close during armada grinningfacewithsweat,en,university put malaysia canteen close armada grinningfacewithsweat,0.0,1.0,0.0,0.0,neutral
MCBC1989,2022-04-07 05:34:19+00:00,1,Twitter Web App,mr grew tidiness also had the opportunity to meet representatives from university put malaysia up in sprang this meeting as canada largest agricultural region was focused on opportunities collaborate areas related agriculture and agrifood,en,mr grew tidiness also opportunity meet representative university put malaysia sprang meeting canada largest agricultural region focused opportunity collaborate area related agriculture agrifood,0.0,0.795,0.205,0.7906,positive
sinardailymy,2022-04-06 01:53:48+00:00,0,Twitter Web App,economic expert from university put malaysia business school associate professor dr armed ryazan about tariff said if the money was used to pay off bank debts it would not help in growth,en,economic expert university put malaysia business school associate professor dr armed ryazan tariff said money used pay bank debt would help growth,0.168,0.832,0.0,-0.5916,negative
sbesaupm,2022-04-02 14:34:06+00:00,0,Twitter for Android,wishing you a blessed armada starandcrescentenjoy your day and remain safeschool of business economicsstudent associationuniversiti put malaysiaspeupmsbesaupmberilmuberbaktiweloveupm,en,wishing blessed armada starandcrescentenjoy day remain safeschool business economicsstudent associationuniversiti put malaysiaspeupmsbesaupmberilmuberbaktiweloveupm,0.0,0.707,0.293,0.7003,positive
shasha_haner,2022-04-02 07:18:53+00:00,0,Twitter Web App,greetingsplease help me to fill in this survey from university put malaysia up is intended study on the investment intention and behaviour stock market thank you advancelinkstockmarkets,en,greetingsplease help fill survey university put malaysia intended study investment intention behaviour stock market thank advancelinkstockmarkets,0.0,0.828,0.172,0.6369,positive
_nrsyazwni,2022-09-29 05:25:15+00:00,0,Twitter for iPhone,if you read this it happened that your profile appeared on people may know from university put malaysia and i viewed genuinely out of long time no sees thought rollingonthefloorlaughing was like a month ago when actively searching for internship places so facewithpeekingeye,en,read happened profile appeared people may know university put malaysia viewed genuinely long time see thought rollingonthefloorlaughing like month ago actively searching internship place facewithpeekingeye,0.049,0.844,0.107,0.3818,positive
imaret_my,2022-08-25 04:32:07+00:00,2,Twitter Web App,market has opened a booth in slaying community college to promote market and provide free lessons on chest compression we had the pleasure of having medical staff from university put malaysia up for hair terbuka yayasan ran mud selangor arms,en,market opened booth slaying community college promote market provide free lesson chest compression pleasure medical staff university put malaysia hair terbuka yayasan ran mud selangor arm,0.0,0.789,0.211,0.8625,positive
potatosystem1,2022-08-24 05:31:32+00:00,0,NovaPress,madam islands grow vegetables via hydroponic means with up helpsemporna the community at island here can now have continuous vegetable supply formed using methods courtesy of university put malaysia up apart from up th,en,madam island grow vegetable via hydroponic mean helpsemporna community island continuous vegetable supply formed using method courtesy university put malaysia apart th,0.0,0.93,0.07,0.3612,positive
SirirajMedicine,2022-08-23 08:37:21+00:00,1,Twitter Web App,augustalso prof dr lord goading the president of at and intra selvarajah from university put malaysia visited siriraj palliative care center delivered a lecture on topic music therapy for psychosocial supportsiriraj musictherapy,en,augustalso prof dr lord goading president intra selvarajah university put malaysia visited siriraj palliative care center delivered lecture topic music therapy psychosocial supportsiriraj musictherapy,0.0,0.904,0.096,0.4939,positive
takbirchem,2022-08-21 15:55:58+00:00,0,LinkedIn,𝗛𝗲𝗮𝗿𝘁𝗶𝗲𝘀𝘁𝗖𝗼𝗻𝗴𝗿𝗮𝘁𝘂𝗹𝗮𝘁𝗶𝗼𝗻𝘀 to nail sultan for achieving queen elizabeth commonwealth scholarshipand her fully funded enrollment at university put malaysia formaster of science school business co…,en,𝗛𝗲𝗮𝗿𝘁𝗶𝗲𝘀𝘁𝗖𝗼𝗻𝗴𝗿𝗮𝘁𝘂𝗹𝗮𝘁𝗶𝗼𝗻𝘀 nail sultan achieving queen elizabeth commonwealth scholarshipand fully funded enrollment university put malaysia formaster science school business co ,0.0,1.0,0.0,0.0,neutral
NST_Online,2022-08-20 01:55:04+00:00,4,Sprout Social,station the community at madam island here can now have continuous vegetable supply formed using hydroponic methods courtesy of university put malaysia upup,en,station community madam island continuous vegetable supply formed using hydroponic method courtesy university put malaysia upup,0.0,0.898,0.102,0.3612,positive
theSundaily,2022-08-19 12:00:51+00:00,0,Twitter Web App,the test only involves use of a swab tool provided and is performed by oneself in total privacy on board mobile bus university put malaysia teaching hospitalthesun thesundaily he selftest armour selangor,en,test involves use swab tool provided performed oneself total privacy board mobile bus university put malaysia teaching hospitalthesun thesundaily selftest armour selangor,0.0,1.0,0.0,0.0,neutral
HURWellness,2022-08-18 11:17:38+00:00,0,Twitter Web App,hursmarttouch machine with airresistance is installed at malaysian research institute on raging myageing located the university put malaysia camps one of national institutes in that conducts activities field being,en,hursmarttouch machine airresistance installed malaysian research institute raging myageing located university put malaysia camp one national institute conduct activity field,0.108,0.892,0.0,-0.5267,negative
randomrainyy,2022-08-18 08:47:09+00:00,0,Twitter for Android,speakingheadand speaker prof dr main ismail bc ohprofessor of nutrition and dietetic department faculty medicine health sciences put malaysia university,en,speakingheadand speaker prof dr main ismail bc ohprofessor nutrition dietetic department faculty medicine health science put malaysia university,0.0,1.0,0.0,0.0,neutral
ClinicalRsrchMY,2022-08-01 06:41:51+00:00,5,Twitter Web App,arm had the pleasure to host a delegate visit from hospital pengajar university put malaysia hum discuss on arms role and potential for collaboration further facilitate conduct of sponsored clinical trials in country,en,arm pleasure host delegate visit hospital pengajar university put malaysia hum discus arm role potential collaboration facilitate conduct sponsored clinical trial country,0.0,0.893,0.107,0.5719,positive
putraBschool,2022-07-26 08:36:14+00:00,1,Twitter Web App,dear everyone you are invited to the following weimar organised with institute of marketing malaysia mmm organised in partnership alikhsan sports put business school aagbsuitm and semi universityregistration link,en,dear everyone invited following weimar organised institute marketing malaysia mmm organised partnership alikhsan sport put business school aagbsuitm semi universityregistration link,0.0,0.915,0.085,0.3818,positive
daransree,2022-07-22 15:56:32+00:00,0,LinkedIn,glad to receive an appointment letter from vice chancellor university put malaysia serve in their master of water engineering programs implementation committee as industry representative,en,glad receive appointment letter vice chancellor university put malaysia serve master water engineering program implementation committee industry representative,0.0,0.889,0.111,0.4588,positive
MIDFGroup,2022-07-12 07:00:50+00:00,1,Twitter Web App,the board of directors bank near malaysia and forces councilshe is also an adjunct professor at university put sole university slam antarabangsa selangortune in as kamarul speaks with our group managing director dato charon bin mokhzani about his,en,board director bank near malaysia force councilshe also adjunct professor university put sole university slam antarabangsa selangortune kamarul speaks group managing director dato charon bin mokhzani,0.066,0.934,0.0,-0.3818,negative
MIDFGroup,2022-07-07 08:40:31+00:00,0,Twitter Web App,he is also an adjunct professor at university put malaysia and sole university slam antarabangsa selangortune in as kamarul speaks with our group managing director dato charon bin mokhzani about his entrepreneurial journey technology of the future and,en,also adjunct professor university put malaysia sole university slam antarabangsa selangortune kamarul speaks group managing director dato charon bin mokhzani entrepreneurial journey technology future,0.066,0.934,0.0,-0.3818,negative
putraBschool,2022-07-01 14:52:18+00:00,0,Twitter Web App,earliest congratulations to up for achieving the amazing and historic limestone of being ranged rd among top universities worldwide and in malaysiaput business school is very proud up outstanding achievement,en,earliest congratulation achieving amazing historic limestone ranged rd among top university worldwide malaysiaput business school proud outstanding achievement,0.0,0.593,0.407,0.9528,positive
risingbubbles,2022-07-01 09:55:43+00:00,2,LinkedIn,in a huge fan of the fish sites women in aquaculture series and last month i had pleasure talking to dipika roy rapt researcher at university put malaysia who is developing technology based on ai it for s…,en,huge fan fish site woman aquaculture series last month pleasure talking dipika roy rapt researcher university put malaysia developing technology based ai ,0.0,0.799,0.201,0.8074,positive
jsgyani,2022-06-28 03:26:16+00:00,1,Twitter Web App,book review professor sait sigh university put malaysiathe hacking of sight revised edition karminder hilton pad boston pages hard cover full colorit is not often that one comes across a so deeply thought provoking powerful,en,book review professor sait sigh university put malaysiathe hacking sight revised edition karminder hilton pad boston page hard cover full colorit often one come across deeply thought provoking powerful,0.099,0.791,0.11,0.1082,positive
VillaCollegeMv,2022-06-26 04:22:15+00:00,2,Twitter Web App,ici day keynote address framing a future with young people at the center youthadult partnership in schools and communities seven grassprofessor department of professionaldevelopment continuing educationuniversity put malaysiaicsri,en,ici day keynote address framing future young people center youthadult partnership school community seven grassprofessor department professionaldevelopment continuing educationuniversity put malaysiaicsri,0.0,1.0,0.0,0.0,neutral
BefriendersKL,2022-05-23 11:54:24+00:00,27,Twitter Web App,befriendersklpublicwebinaris there a problem with anxietywith dr chester cong sent choirhead of psychiatric departmentuniversity put malaysiadatemayteatime pmregistration not requiredmentalhealth,en,befriendersklpublicwebinaris problem anxietywith dr chester cong sent choirhead psychiatric departmentuniversity put malaysiadatemayteatime pmregistration requiredmentalhealth,0.137,0.863,0.0,-0.4019,negative
Jamaldu,2022-04-21 09:44:36+00:00,0,Twitter for Android,during my library work at university of put malaysia,en,library work university put malaysia,0.0,1.0,0.0,0.0,neutral
fastpwrofficial,2022-04-08 07:03:25+00:00,1,Twitter Web App,meet mr muhammad moazzam ali department of electrical engineering currently pursuing studies as a ohd scholar at university put malaysiaouralumniourpride faster,en,meet mr muhammad moazzam ali department electrical engineering currently pursuing study ohd scholar university put malaysiaouralumniourpride faster,0.0,1.0,0.0,0.0,neutral
usembassykl,2022-04-07 06:40:54+00:00,3,Twitter Web App, posted at university of houstonvictoria long she wen from university pains malaysia arkansas be chosen an put tennessee teach university mohammad dram bin arid malay,en, posted university houstonvictoria long wen university pain malaysia arkansas chosen put tennessee teach university mohammad dram bin arid malay,0.104,0.896,0.0,-0.4215,negative
vdxmi,2022-03-23 07:00:19+00:00,0,Twitter for iPhone,couple shoot preconvocation university of put malaysia virus amp anisya sparkles,en,couple shoot preconvocation university put malaysia virus amp anisya sparkle,0.175,0.657,0.168,-0.0258,negative
wahreh1,2022-03-22 02:32:25+00:00,2,Twitter for iPhone,yes siruniversity of put malaysia,en,yes siruniversity put malaysia,0.0,0.597,0.403,0.4019,positive
sulemanbutt1985,2022-03-22 01:51:29+00:00,3,Twitter for iPhone,i think university of put malaysia say,en,think university put malaysia say,0.0,1.0,0.0,0.0,neutral
LeadsOfficial,2022-03-16 09:47:37+00:00,0,Twitter Web App,a research based weimar title the use of smart phone during movement control order by excellent researcher communication scholar associate professor dr makar hawaii from one high rank asia university university put malaysia upllulifeatleads,en,research based weimar title use smart phone movement control order excellent researcher communication scholar associate professor dr makar hawaii one high rank asia university university put malaysia upllulifeatleads,0.0,0.829,0.171,0.7506,positive
OfficialMUL,2022-03-09 15:41:47+00:00,53,Twitter for Android,a delegation from university of put malaysia up headed by profdr yuhanis about air and prof dr anna shah ball visiting mud purpose this visit is to discover new ventures collaboration between might labor,en,delegation university put malaysia headed profdr yuhanis air prof dr anna shah ball visiting mud purpose visit discover new venture collaboration might labor,0.0,1.0,0.0,0.0,neutral
TheWomenJournal,2022-03-08 14:43:33+00:00,0,Twitter Web App,happy women day from dr nur faseeha suhaimi researcher university of put malaysia amp the women journal team womensday thmarch internationwomensday two thewomenjournal,en,happy woman day dr nur faseeha suhaimi researcher university put malaysia amp woman journal team womensday thmarch internationwomensday two thewomenjournal,0.0,0.856,0.144,0.5719,positive
KalimaProjectad,2022-03-07 07:59:12+00:00,1,Twitter Web App,dr amid oar is a professor of applied linguistic at the university put malaysia he received his ohd in from franchecomté franceand published french book called idioms comparative linguistic study,en,dr amid oar professor applied linguistic university put malaysia received ohd franchecomté franceand published french book called idiom comparative linguistic study,0.0,1.0,0.0,0.0,neutral
CedSouthwest,2022-01-28 23:04:17+00:00,0,SOCi ,researches from the university put malaysia have defined a series of fire safety practices that solar installed should follow in employment residential rooftop pp systemsced roftopsolar solarinstallations solarpower solarenergy,en,research university put malaysia defined series fire safety practice solar installed follow employment residential rooftop pp systemsced roftopsolar solarinstallations solarpower solarenergy,0.077,0.833,0.09,0.1027,positive
ekinydj,2022-01-28 04:21:41+00:00,0,Twitter for iPhone,ms shafezah a senior lecturer in it milka branch the faculty of communication and media studies holds masters degree at university put malaysia presently pursuing decorate it,en,m shafezah senior lecturer milka branch faculty communication medium study hold master degree university put malaysia presently pursuing decorate,0.0,1.0,0.0,0.0,neutral
idsMED_MY,2022-01-21 08:22:50+00:00,1,Twitter Web App,onjanmedical specially care department from issued malaysia organized a striker localautomatic car or chest compression system user training for the emergency same of hospital pengajar university put sprang,en,onjanmedical specially care department issued malaysia organized striker localautomatic car chest compression system user training emergency hospital pengajar university put sprang,0.084,0.812,0.104,0.1531,positive
CRiT91920245,2021-12-28 15:20:11+00:00,0,Twitter for Android,sessionof the writ summer school on tourism amp sides focused hospitality and inclusive human resource management prof tom baumuniversity strathclyde united kingdom rider ramachandranuniversiti put malaysia discussed about topic,en,sessionof writ summer school tourism amp side focused hospitality inclusive human resource management prof tom baumuniversity strathclyde united kingdom rider ramachandranuniversiti put malaysia discussed topic,0.0,0.833,0.167,0.6597,positive
AjmanUniversity,2021-12-22 09:53:25+00:00,1,Twitter for iPhone,man university signed an you with university put malaysia to develop and enhance academic exchange joint research programs all the way in exit at malaysian pavilion sparkles followed by interesting tour of as camps starstruck,en,man university signed university put malaysia develop enhance academic exchange joint research program way exit malaysian pavilion sparkle followed interesting tour camp starstruck,0.0,0.868,0.132,0.6124,positive
drazizrahman,2021-12-15 10:19:02+00:00,8,Twitter for iPhone,i am looking forward to attending as a panel speaker and represented the international weimar of guard world university association community development summitorganised byuniversity put malaysia us,en,looking forward attending panel speaker represented international weimar guard world university association community development summitorganised byuniversity put malaysia u,0.0,1.0,0.0,0.0,neutral
SaddickAdams,2021-12-11 13:00:45+00:00,167,Twitter for Android,footballers have a short career span and reason in fascinate by joseph letter utah zealhe had been sitting for online courses now has diploma certificate in football management from university of put malaysiaclappinghands clappinghands,en,footballer short career span reason fascinate joseph letter utah zealhe sitting online course diploma certificate football management university put malaysiaclappinghands clappinghands,0.0,0.904,0.096,0.5267,positive
MuzikUitm,2021-12-10 08:33:07+00:00,3,Twitter for Android,music educators society me faculty of it in collaboration with university put malaysia will be organizing a therapy weimarsee you there ,en,music educator society faculty collaboration university put malaysia organizing therapy weimarsee ,0.0,1.0,0.0,0.0,neutral
fruitflyittc,2021-12-05 21:47:34+00:00,4,Twitter Web App,join us for the thonline seminar on december withatam westguest speaker dr calvin he from university put malaysiatitle a never ending story tales of oriental fruit fly and its love portionregister here,en,join u thonline seminar december withatam westguest speaker dr calvin university put malaysiatitle never ending story tale oriental fruit fly love portionregister,0.0,0.819,0.181,0.7506,positive
sbesaupm,2021-12-02 12:15:36+00:00,0,Twitter for Android,roundpushpin the main purpose of this programme is to give exposure opportunities available for exchange programme studentsroundpushpin your information our speaker are from you universitysouth more and put international centre intra university malaysia,en,roundpushpin main purpose programme give exposure opportunity available exchange programme studentsroundpushpin information speaker universitysouth put international centre intra university malaysia,0.0,0.925,0.075,0.3818,positive
SuaraKritikal,2021-10-28 12:33:57+00:00,0,Twitter Web App,for the first episode with title of welcome back to un ready ke tu we will be inviting 𝐇𝐨𝐡 𝐉𝐢𝐚 Of a computer science engineering student from university put malaysia and 𝐀𝐥𝐲𝐚 𝐁𝐚𝐭𝐫𝐢𝐬𝐲𝐚𝐡 an undergraduate university college london,en,first episode title welcome back un ready ke tu inviting 𝐇𝐨𝐡 𝐉𝐢𝐚 Of computer science engineering student university put malaysia 𝐀𝐥𝐲𝐚 𝐁𝐚𝐭𝐫𝐢𝐬𝐲𝐚𝐡 undergraduate university college london,0.0,0.813,0.187,0.7783,positive
WHOMalaysia,2021-10-28 08:16:22+00:00,8,Twitter Web App,road crash is presentable prof kulanthayan c man safekids malaysia university put malay at the launch of global plan for and decade action roadsafety today,en,road crash presentable prof kulanthayan c man safekids malaysia university put malay launch global plan decade action roadsafety today,0.105,0.895,0.0,-0.4019,negative
EducationMYSIA,2021-09-22 09:34:18+00:00,0,Twitter Web App,students representatives from japanese student association in malaysia sam have also made presentations about their universities like months university university put up asia pacific university of technology amp innovation apt,en,student representative japanese student association malaysia sam also made presentation university like month university university put asia pacific university technology amp innovation apt,0.0,0.846,0.154,0.6249,positive
sbesaupm,2021-09-20 12:00:11+00:00,0,Twitter for Android,assalamualaikum wbt and good day sparklesreturn permission application for students of the school business economics university put malaysiareturn entry throughphasesphaseoctober phasenovemberdecember ,en,assalamualaikum wbt good day sparklesreturn permission application student school business economics university put malaysiareturn entry throughphasesphaseoctober phasenovemberdecember ,0.0,0.873,0.127,0.4404,positive
sbesaupm,2021-09-15 13:44:53+00:00,1,Twitter for Android,welcome to students who have been successfully offered university put malaysia for theacademic session best you this university with open armsschool of business and economicsstudent associationuniversiti malaysia,en,welcome student successfully offered university put malaysia theacademic session best university open armsschool business economicsstudent associationuniversiti malaysia,0.0,0.698,0.302,0.886,positive
studyintern_KR,2021-09-07 06:06:58+00:00,3,Twitter Web App,scholarship search joint graduate research scholarshipsejong universitynational taiwan universitytokyo university of agricultureuniversiti put malaysiasearca is inviting national from seamen member countries to apply for the ay ,en,scholarship search joint graduate research scholarshipsejong universitynational taiwan universitytokyo university agricultureuniversiti put malaysiasearca inviting national seaman member country apply ay ,0.0,0.916,0.084,0.3182,positive
DrSaraChinasamy,2021-09-05 10:45:59+00:00,0,Twitter Web App,invitation from the faculty of human colony university put malaysia on face news alternative facts and freedom expression thank you organizerindeed a good crowdoctober ,en,invitation faculty human colony university put malaysia face news alternative fact freedom expression thank organizerindeed good crowdoctober ,0.0,0.676,0.324,0.8625,positive
drbhicom_u,2021-08-19 09:11:17+00:00,1,Twitter for iPhone,university malaysia kelantan up through the faculty of entrepreneurship and business is working together with university applied science amp art north western switzerland how drbhicom du put school pus management,en,university malaysia kelantan faculty entrepreneurship business working together university applied science amp art north western switzerland drbhicom du put school pu management,0.0,1.0,0.0,0.0,neutral
edify_ac,2021-08-09 16:09:40+00:00,3,Twitter for iPhone,get inside the anatomy amp physiology of healthy lungs assess patients clinical signs symptoms an going project in partnership with glasgow caledonian university university put malaysiadownload deity beta nowbackhandindexpointingdownmediumlightskintonelearnwithoutlimits,en,get inside anatomy amp physiology healthy lung ass patient clinical sign symptom going project partnership glasgow caledonian university university put malaysiadownload deity beta nowbackhandindexpointingdownmediumlightskintonelearnwithoutlimits,0.0,0.912,0.088,0.4019,positive
Paddle4Nature,2021-07-23 03:21:32+00:00,0,Twitter Web App,shoutout to project partnersand symposium partners university of nottingham malaysia and university put,en,shoutout project partnersand symposium partner university nottingham malaysia university put,0.0,1.0,0.0,0.0,neutral
GauravS90241698,2021-07-12 09:15:27+00:00,0,Twitter for Android,hello connection in glad to share that our team got selected for the indoglobal summer internshipinter with abroad universities university of put malaysiain thankful my professor and it square london such a prestigious opportunity,en,hello connection glad share team got selected indoglobal summer internshipinter abroad university university put malaysiain thankful professor square london prestigious opportunity,0.0,0.713,0.287,0.8934,positive
MMI_World,2021-07-02 08:06:01+00:00,0,Tweepsmap,pill dr famine long was a research assistant and is currently part of the respite team between university edinburgh university put malaysia,en,pill dr famine long research assistant currently part respite team university edinburgh university put malaysia,0.0,1.0,0.0,0.0,neutral
mda524360,2021-07-01 07:06:40+00:00,0,Twitter for Android,fully funded postgraduatemscposition available at the university of put malaysiaupm on microbiology biochemistry biotechnology or others related subjectsemail wnismahedmy,en,fully funded postgraduatemscposition available university put malaysiaupm microbiology biochemistry biotechnology others related subjectsemail wnismahedmy,0.0,1.0,0.0,0.0,neutral
JRbiotek,2021-06-30 13:24:59+00:00,7,Twitter for Android,here dr into sank abraham a pad graduate from the university put malaysia and an calumny of ourworkshop held inwere so pleased to have as lead facilitate for this hands training at layer kann Nigeria its been wonderful far,en,dr sank abraham pad graduate university put malaysia calumny ourworkshop held inwere pleased lead facilitate hand training layer kann Nigeria wonderful far,0.0,0.829,0.171,0.8147,positive
mda524360,2021-06-30 08:46:58+00:00,0,Twitter for Android,fully funded postgraduate opportunities at the university of put malaysiaupm on agriculture amp forestry related areasdirect email to dr rumania sanusiruzanasanusiedmy,en,fully funded postgraduate opportunity university put malaysiaupm agriculture amp forestry related areasdirect email dr rumania sanusiruzanasanusiedmy,0.0,0.875,0.125,0.4336,positive
PLinKualaLumpur,2021-06-29 07:38:59+00:00,4,Twitter for iPhone,join us now for the fascinating insight into two cities tula tumour and warsaw in this joint conference entitled„tula tale of contrasting cities byuniversiti put malaysiaMalaysia amp warsawuniversityPoland,en,join u fascinating insight two city tula tumour warsaw joint conference entitled tula tale contrasting city byuniversiti put malaysiaMalaysia amp warsawuniversityPoland,0.035,0.786,0.179,0.6808,positive
PLinKualaLumpur,2021-06-28 12:48:37+00:00,2,Twitter for iPhone,join university put malaysiaMalaysia amp of warsawPoland for a joint scientific conference entitled„tula tumour and warsaw the tale two contrasting citiesredcircle junepm in Malaysiaam Polandlink,en,join university put malaysiaMalaysia amp warsawPoland joint scientific conference entitled tula tumour warsaw tale two contrasting citiesredcircle junepm Malaysiaam Polandlink,0.043,0.87,0.087,0.2732,positive
PLinKualaLumpur,2021-06-25 06:37:53+00:00,9,Twitter for iPhone,loudspeaker we are thrilled to announce that university put malaysiaMalaysia amp of warsawPoland organize a joint scientific conference entitled„tula tumour and warsaw the tale two contrasting citiesredcircle junepm in Malaysiaam Poland,en,loudspeaker thrilled announce university put malaysiaMalaysia amp warsawPoland organize joint scientific conference entitled tula tumour warsaw tale two contrasting citiesredcircle junepm Malaysiaam Poland,0.034,0.875,0.091,0.4215,positive
5GInnoAcce,2021-06-04 11:06:10+00:00,2,Twitter for iPhone,title of weimar unceasing g technology potential faculty engineering university put malaysia presented today touniversity studentsfor detailed presentationclick subscribe button for freedom it or ai coming patron teach,en,title weimar unceasing g technology potential faculty engineering university put malaysia presented today touniversity studentsfor detailed presentationclick subscribe button freedom ai coming patron teach,0.0,0.861,0.139,0.6369,positive
lightningkim,2021-05-27 15:20:09+00:00,0,Twitter for iPhone,canal hair with the university put in malaysia discusses challenges of establishing a lightning research centerinternational safety daymeeting lightningsafecommunities,en,canal hair university put malaysia discus challenge establishing lightning research centerinternational safety daymeeting lightningsafecommunities,0.0,0.796,0.204,0.4767,positive
