User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
twt_MSGA,2022-08-22 04:00:17+00:00,1,Hootsuite Inc.,summit msga would like to take a moment express our huge heartfelt appreciation sunday university talent corporation malaysia broad identwe hope work with you all again in the futurethank very much smilingfacewithsmilingeyes,en,summit msga would like take moment express huge heartfelt appreciation sunday university talent corporation malaysia broad identwe hope work futurethank much smilingfacewithsmilingeyes,0.0,0.591,0.409,0.946,positive
hen_cheng,2022-08-21 01:42:51+00:00,0,Twitter for Android,prof ken smith gave a talk at sunday university used the words what virus propagated by politicians tramp amp pompeowho already advise not to use such terms as it stigmatisebritish s africa indian virusthis stupid should read about dr francis doyle saidcheckboxwithcheck,en,prof ken smith gave talk sunday university used word virus propagated politician tramp amp pompeowho already advise use term stigmatisebritish africa indian virusthis stupid read dr francis doyle saidcheckboxwithcheck,0.08,0.92,0.0,-0.5267,negative
fauziyusoff,2022-08-20 10:29:41+00:00,0,Instagram,just posted a photosunway university and college,en,posted photosunway university college,0.0,1.0,0.0,0.0,neutral
azlaniadani,2022-08-20 02:10:35+00:00,10,Twitter for Android,mixed doubles pair of ong throng she amp they ka king won the first gold for up in this final day action table tennis at sukipt after beating an i hengloh ai king from sunday university,en,mixed double pair ong throng amp ka king first gold final day action table tennis sukipt beating hengloh ai king sunday university,0.076,0.831,0.093,0.1779,positive
TeachForMsia,2022-08-18 07:27:51+00:00,4,Twitter for iPhone,its a wrap for the student leadership camppartypopperonaugustwe witnessed closing ceremony of our at sunday university,en,wrap student leadership camppartypopperonaugustwe witnessed closing ceremony sunday university,0.0,1.0,0.0,0.0,neutral
CenterforMarke1,2022-08-17 18:19:10+00:00,4,Twitter Web App,onaugustfellow prof an consist will discuss home affordability in malaysia at a symposium organized by sunday university and geoffrey cheap foundation,en,onaugustfellow prof consist discus home affordability malaysia symposium organized sunday university geoffrey cheap foundation,0.0,1.0,0.0,0.0,neutral
idriskslnlng,2022-08-17 17:25:22+00:00,0,Twitter Web App,how about sunday university amp taylor lakeside university you tell me faceexhalingon weekend tamarind square is hell packed facescreaminginfearone thing for sure from my point of view i see more people came in to cyberjaya social and spending off day,en,sunday university amp taylor lakeside university tell faceexhalingon weekend tamarind square hell packed facescreaminginfearone thing sure point view see people came cyberjaya social spending day,0.105,0.843,0.052,-0.5106,negative
rstya__1819,2022-08-17 06:51:34+00:00,3,Twitter for Android,looking for room rental around sunday universitypleadingfaceif anyone knows any contact pus do,en,looking room rental around sunday universitypleadingfaceif anyone know contact pu,0.0,1.0,0.0,0.0,neutral
slmccmwhqm,2022-08-17 05:15:24+00:00,0,Twitter Web App,he was a former assistant professorial lecturer at the counselling and educational psychology department of de la salle university manila an oncoming senior sunday in selangor malaysia,en,former assistant professorial lecturer counselling educational psychology department de la salle university manila oncoming senior sunday selangor malaysia,0.0,1.0,0.0,0.0,neutral
kittyfabburn,2022-08-15 09:30:46+00:00,0,Twitter for iPhone,helloboleh take tambov pinned location dear sunday university apartment hostel seat my food before this ask terhantar peri international school tu je sang add i didn even receive any refund perish order sample,en,helloboleh take tambov pinned location dear sunday university apartment hostel seat food ask terhantar peri international school tu je sang add even receive refund perish order sample,0.0,0.923,0.077,0.3818,positive
mpklang,2022-08-15 07:34:15+00:00,13,Twitter Web App, dark yogeswaranformer deputy director of the economic planning unit put prof dr santa vaithilingamprofessor econometrics and policy modeling at sunday university dato montana krishna dharmarajanbusiness community representative,en, dark yogeswaranformer deputy director economic planning unit put prof dr santa vaithilingamprofessor econometrics policy modeling sunday university dato montana krishna dharmarajanbusiness community representative,0.0,1.0,0.0,0.0,neutral
journaidd,2022-08-15 05:42:28+00:00,0,Twitter for iPhone,dr yeah of sunday universitythe country will be caught in a catch situation if the skill dispatch and ensuing shortage result decline investment attractiveness…read full story linked above uparrow,en,dr yeah sunday universitythe country caught catch situation skill dispatch ensuing shortage result decline investment attractiveness read full story linked uparrow,0.066,0.861,0.073,0.0516,positive
biomed_etc,2022-08-15 03:36:13+00:00,0,Twitter Web App,there an important role for the scientific community to play with labcoatpetridishtesttubebiomedetc is pleased welcome professor ah from sunday university share current opportunities and challenges in today sciencelinkregister now via link our big,en,important role scientific community play labcoatpetridishtesttubebiomedetc pleased welcome professor ah sunday university share current opportunity challenge today sciencelinkregister via link big,0.0,0.616,0.384,0.9217,positive
jamb_admission,2022-08-14 20:11:13+00:00,0,WordPress.com,sunday university geoffrey cheap foundation scholarship for international students ,en,sunday university geoffrey cheap foundation scholarship international student ,0.0,1.0,0.0,0.0,neutral
Studygreenintl,2022-08-13 18:27:33+00:00,0,dlvr.it,sunday university geoffrey cheap foundation scholarship for international studentsfoundation…,en,sunday university geoffrey cheap foundation scholarship international studentsfoundation ,0.0,1.0,0.0,0.0,neutral
litedotmy,2022-08-12 16:12:28+00:00,1,Buffer,its international youth day todayqarlene rishiqa dharmindera student at sunday university joined that faces on thelitedrive and she shared her life stories what drives inspires of todayinternationalyouthday,en,international youth day todayqarlene rishiqa dharmindera student sunday university joined face thelitedrive shared life story drive inspires todayinternationalyouthday,0.0,0.825,0.175,0.6486,positive
litedotmy,2022-08-12 10:25:52+00:00,0,Buffer,its international youth day and learn no a student at sunday university joined isa on theliteworkday smilingfacewithhearteyesthey played game called mind the gap to test if generation is real watch full video see how they did rollingonthefloorlaughing,en,international youth day learn student sunday university joined isa theliteworkday smilingfacewithhearteyesthey played game called mind gap test generation real watch full video see rollingonthefloorlaughing,0.057,0.881,0.062,0.0516,positive
sbesaupm,2022-08-12 04:39:47+00:00,0,Twitter for iPhone,here are the event details for your perusaldateaugustsaturdayvenue act auditoriums sunday universitytimehours hoursregistration link,en,event detail perusaldateaugustsaturdayvenue act auditorium sunday universitytimehours hoursregistration link,0.0,1.0,0.0,0.0,neutral
litedotmy,2022-08-12 02:00:02+00:00,0,Buffer,its internationalyouthday todayisa will be joined on the like worldly by learn no a student at sunday universitycatch her interview tomorrow pm thelitedrive actor you pp,en,internationalyouthday todayisa joined like worldly learn student sunday universitycatch interview tomorrow pm thelitedrive actor pp,0.079,0.83,0.09,0.0772,positive
AsuquoE11421191,2022-08-11 17:36:41+00:00,0,WordPress.com, geoffrey cheap foundation scholarship for international students to study in sunday university,en, geoffrey cheap foundation scholarship international student study sunday university,0.0,1.0,0.0,0.0,neutral
litedotmy,2022-08-11 09:46:16+00:00,1,Buffer,its internationalyouthday tomorrowthat faces will be joined on the like drive by qarlene rishiqa dharmindera student at sunday universitycatch her interview tomorrow pm thelitedrive actor you pp,en,internationalyouthday tomorrowthat face joined like drive qarlene rishiqa dharmindera student sunday universitycatch interview tomorrow pm thelitedrive actor pp,0.0,0.912,0.088,0.3612,positive
litedotmy,2022-08-11 07:28:33+00:00,1,Buffer,its internationalyouthday tomorrowmasha and non will be joined on the like breakfast by elder sina student at sunday universitycatch his interview tomorrow am thelitebreakfast actor you pp,en,internationalyouthday tomorrowmasha non joined like breakfast elder sina student sunday universitycatch interview tomorrow thelitebreakfast actor pp,0.0,0.912,0.088,0.3612,positive
edutech_asia,2022-08-11 05:58:10+00:00,0,Twitter Web App,how do you design learning experiences for the new digitalforward model hear from matthew hansom pro vicechancellor sunday university malaysia at edutechasialearn moreinspirationineducation higher digitalisation,en,design learning experience new digitalforward model hear matthew hansom pro vicechancellor sunday university malaysia edutechasialearn moreinspirationineducation higher digitalisation,0.0,1.0,0.0,0.0,neutral
twt_MSGA,2022-08-10 11:45:37+00:00,0,Hootsuite Inc.,here is what you can expect our coming sea summitexciting isn it sparkleswe can wait to see onaugustat sunday university wavinghand register head over instagram big or just scan the or code displayed in post there grinningfacewithsmilingeyes,en,expect coming sea summitexciting sparkleswe wait see onaugustat sunday university wavinghand register head instagram big scan code displayed post grinningfacewithsmilingeyes,0.0,1.0,0.0,0.0,neutral
williamshpg,2022-08-10 06:51:04+00:00,0,dlvr.it,fully funded masters scholarship for sunday university international malaysia,en,fully funded master scholarship sunday university international malaysia,0.0,1.0,0.0,0.0,neutral
av_official,2022-08-10 06:23:18+00:00,0,WordPress.com,fully funded masters scholarship for sunday university international malaysia,en,fully funded master scholarship sunday university international malaysia,0.0,1.0,0.0,0.0,neutral
4ginfomedia,2022-08-09 14:58:03+00:00,0,WordPress.com,sunday university international scholarship in malaysia,en,sunday university international scholarship malaysia,0.0,1.0,0.0,0.0,neutral
sunwayechomedia,2022-08-09 10:38:51+00:00,0,Twitter Web App,date and september timepm revenue lecture theatersunday university register scan the or code above or click this linkalarmclock registration deadline with augustpmjoin us greenheart,en,date september timepm revenue lecture theatersunday university register scan code click linkalarmclock registration deadline augustpmjoin u greenheart,0.0,1.0,0.0,0.0,neutral
sunwayechomedia,2022-08-09 10:36:55+00:00,0,Twitter Web App,date st september time pmpmvenue lecture theatresunday university register scan the or code above or click this linkalarmclock registration deadline with augustpmregister now yellowheart,en,date st september time pmpmvenue lecture theatresunday university register scan code click linkalarmclock registration deadline augustpmregister yellowheart,0.0,1.0,0.0,0.0,neutral
sunwayechomedia,2022-08-09 10:35:41+00:00,0,Twitter Web App,date with august time pmpmvenue csunday university register scan the or code above or click this linkalarmclockregistration deadline withpmwe hope to see you there yellowheart,en,date august time pmpmvenue csunday university register scan code click linkalarmclockregistration deadline withpmwe hope see yellowheart,0.0,0.892,0.108,0.4404,positive
sunwayechomedia,2022-08-09 10:34:42+00:00,0,Twitter Web App,date with august timepm revenue function roomsunday university register scan the or code above or click this linkhope to see you there yellowheart,en,date august timepm revenue function roomsunday university register scan code click linkhope see yellowheart,0.0,1.0,0.0,0.0,neutral
SunwayU,2022-08-09 05:02:32+00:00,0,Twitter Web App,sparkles happening today at csunday university the judas returns with yet another insightful session sparklesjoin distinguished guest speaker professor ken smith in his talk geoffrey cheap biomedical centre and cambridge rapid response to sarscov anaemic,en,sparkle happening today csunday university juda return yet another insightful session sparklesjoin distinguished guest speaker professor ken smith talk geoffrey cheap biomedical centre cambridge rapid response sarscov anaemic,0.0,0.937,0.063,0.3182,positive
SunwayU,2022-08-09 05:01:31+00:00,0,Twitter Web App,team was nominated for the was see films students category and ms pontianak won open categoryaclassabove livelearnlead timetomoveup sunwayuniversity soasunwayuniversity film filmproduction thmff filmfestival,en,team nominated see film student category m pontianak open categoryaclassabove livelearnlead timetomoveup sunwayuniversity soasunwayuniversity film filmproduction thmff filmfestival,0.0,0.861,0.139,0.5719,positive
SunwayU,2022-08-09 05:01:30+00:00,3,Twitter Web App,a proud moment for our school of arts sunday university two digital film production dip final year project films ms pontianak and team were screened at the with mind festival clapperboardmoviecamera,en,proud moment school art sunday university two digital film production dip final year project film m pontianak team screened mind festival clapperboardmoviecamera,0.0,0.816,0.184,0.743,positive
sunwayechomedia,2022-08-09 03:45:44+00:00,0,Twitter Web App,roger view has a passion for the art of storytelling his debut feature film adam ashburns showered premiers on cloudtheatre in julyhe is currently lecturer at sunday university school arts department and performing arts,en,roger view passion art storytelling debut feature film adam ashburns showered premier cloudtheatre julyhe currently lecturer sunday university school art department performing art,0.0,0.914,0.086,0.4588,positive
Toya65188217,2022-08-08 12:33:03+00:00,0,dlvr.it,sunday university in malaysia to offer taught masters international scholarship,en,sunday university malaysia offer taught master international scholarship,0.0,1.0,0.0,0.0,neutral
missshxx_,2022-08-08 11:37:13+00:00,1,Twitter for Android,twitter people can all help us like amp follow the page redheartin linkfundraising linkour fundraising for stray pets ending on with august beatingheart also some open adoptionadoptdontbuy foggy sunwayuniversity donation,en,twitter people help u like amp follow page redheartin linkfundraising linkour fundraising stray pet ending august beatingheart also open adoptionadoptdontbuy foggy sunwayuniversity donation,0.0,0.843,0.157,0.6369,positive
harishanrajah,2022-08-08 11:19:46+00:00,7,Twitter for iPhone,sunday university was better always with the class above,en,sunday university better always class,0.0,0.734,0.266,0.4404,positive
the_pillai,2022-08-08 06:06:02+00:00,1,Twitter for Android,you can buy mineral water in sunday university what oo,en,buy mineral water sunday university oo,0.0,1.0,0.0,0.0,neutral
kun_imura,2022-08-08 05:45:27+00:00,4,Twitter for Android,pus fire that during ana fatal security woman at sunday university please thank you,en,pu fire ana fatal security woman sunday university please thank,0.267,0.407,0.326,0.0772,positive
ameunetwork_,2022-08-07 14:18:47+00:00,7,Twitter for iPhone,how everyone doing dont forget to register put economics summitat sunday university,en,everyone dont forget register put economics summitat sunday university,0.0,0.868,0.132,0.1695,positive
abdulsha_k,2022-08-07 11:10:20+00:00,6,Twitter for iPhone,went to check out glowing join de vive exhibition today by sunday university architecture students led run ong,en,went check glowing join de vive exhibition today sunday university architecture student led run ong,0.0,0.885,0.115,0.296,positive
fauziyusoff,2022-08-07 01:29:19+00:00,0,Instagram,glowing join de vivrean exhibition on lighting design interior architecture studentsapt bangsar,en,glowing join de vivrean exhibition lighting design interior architecture studentsapt bangsar,0.0,0.833,0.167,0.296,positive
SunwayU,2022-08-06 10:34:14+00:00,7,Twitter Web App,that a wrap for today suneduopendaywe were so glad to see many young trailblazers ready kickstart their education journey at the mosthappeningcampus we wish you all best as begin your camps life experiencewelcome sunday universityaclassabove,en,wrap today suneduopendaywe glad see many young trailblazer ready kickstart education journey mosthappeningcampus wish best begin camp life experiencewelcome sunday universityaclassabove,0.0,0.693,0.307,0.9227,positive
covaichronicle,2022-08-04 14:35:56+00:00,0,covaichronicleApp,print ink you with sunday university,en,print ink sunday university,0.0,1.0,0.0,0.0,neutral
Amb_Takahashi,2022-08-04 08:26:36+00:00,17,Twitter Web App,i will give a lecture on the with anniversary of look east policy let title in present turbulent times at pmaugust sunday university please register here and join eventredexclamationmark,en,give lecture anniversary look east policy let title present turbulent time pmaugust sunday university please register join eventredexclamationmark,0.0,0.847,0.153,0.5423,positive
twt_MSGA,2022-08-03 11:00:17+00:00,0,Hootsuite Inc.,this year summitwill be a physical eventthe power of belonging – the themeaddresses said issues and prioritises unitydate venue sunday universitytimehoursregistration link,en,year summitwill physical eventthe power belonging themeaddresses said issue prioritises unitydate venue sunday universitytimehoursregistration link,0.0,1.0,0.0,0.0,neutral
nrlrff,2022-08-03 05:44:18+00:00,0,Twitter for Android,hey keeps just to let you guns know were having our impactgrand final soonif your in the area come and join us this sundaysunway universityregistration closes attonight seats are limited so hurry register nowrep form,en,hey keep let gun know impactgrand final soonif area come join u sundaysunway universityregistration close attonight seat limited hurry register nowrep form,0.051,0.889,0.059,0.0772,positive
DGHisham,2022-08-02 10:19:33+00:00,59,Twitter for iPhone,congratulations to dr evil renganathanon his appointment as professor public health amp policy at sunday university brings extensive experience expertise in health having worked senior leadership level who for more thanyears,en,congratulation dr evil renganathanon appointment professor public health amp policy sunday university brings extensive experience expertise health worked senior leadership level thanyears,0.118,0.777,0.105,-0.128,negative
seamusicacademy,2022-08-01 03:00:10+00:00,0,Twitter Web App,your instructor christine may long is an ethnomusicologist and melan musician by training she a current academic staff at sunday university department of film performing arts where reaches world music malaysian to classical contemporary musicians,en,instructor christine may long ethnomusicologist melan musician training current academic staff sunday university department film performing art reach world music malaysian classical contemporary musician,0.0,0.965,0.035,0.0516,positive
MengKeetYong,2022-07-30 15:32:23+00:00,0,Twitter for iPhone,this is officially my favorite family photo now with the sunday university brandinglogo at bottom right really proud to share same alma mater amongof us sunuadtp can sunwayalumni,en,officially favorite family photo sunday university brandinglogo bottom right really proud share alma mater amongof u sunuadtp sunwayalumni,0.0,0.738,0.262,0.8341,positive
SMLS_SunU,2022-07-30 01:42:39+00:00,1,Twitter Web App,looking to green up your garden greenheartour students and academic will be conducting a did seed bomb bombworkshop on next saturdayaugustcome join us make some bombs using food compose when you visit sunday university for education open day seedlinggreen,en,looking green garden greenheartour student academic conducting seed bomb bombworkshop next saturdayaugustcome join u make bomb using food compose visit sunday university education open day seedlinggreen,0.077,0.87,0.053,-0.25,negative
sandboxspace_MY,2022-07-26 06:54:51+00:00,0,Twitter Web App,our fun and modern facilities are perfect for your next business gatheringif your looking a meeting room in sripetaling or sundaybe sure to book with us blacknibsandboxspace working community sharedofficespace meetingroom meetingspace sunwayuniversity,en,fun modern facility perfect next business gatheringif looking meeting room sripetaling sundaybe sure book u blacknibsandboxspace working community sharedofficespace meetingroom meetingspace sunwayuniversity,0.0,0.757,0.243,0.8519,positive
EducationMYSIA,2022-07-25 03:51:17+00:00,0,Twitter Web App,the highlight of dinner was sharing session by ms peri fujiyama a graduate sunday university malaysia and an president japanese students association professor cairo sugimoto university malay vicedean faculty,en,highlight dinner sharing session m peri fujiyama graduate sunday university malaysia president japanese student association professor cairo sugimoto university malay vicedean faculty,0.0,0.833,0.167,0.6369,positive
EducationMYSIA,2022-07-25 03:48:12+00:00,0,Twitter Web App,the highlight of dinner was sharing session by ms peri fujiyama a graduate sunday university malaysia and an president japanese students association professor cairo sugimoto university malay,en,highlight dinner sharing session m peri fujiyama graduate sunday university malaysia president japanese student association professor cairo sugimoto university malay,0.0,0.822,0.178,0.6369,positive
SunwayU,2022-07-25 02:00:00+00:00,3,Twitter Web App,from building strong friendships to the celebration of marvellous achievements your camps life experience will surprise you in most amazing wayif would like join us at sunday university rep for our suneduopenday today ataclassabove,en,building strong friendship celebration marvellous achievement camp life experience surprise amazing wayif would like join u sunday university rep suneduopenday today ataclassabove,0.0,0.625,0.375,0.9412,positive
AlexSchaeferR,2022-07-22 14:07:21+00:00,5,Twitter for iPhone,hi all the centre for being research at sunday university in malaysia is looking interest who would be involved neuropsychological assessment of older adults tula tumour area please contact me if you are interested sunwayuniversityneuropsychology,en,hi centre research sunday university malaysia looking interest would involved neuropsychological assessment older adult tula tumour area please contact interested sunwayuniversityneuropsychology,0.0,0.8,0.2,0.7906,positive
GETSEA_,2022-07-21 19:44:50+00:00,2,Twitter Web App,cap seen education cities conference the organizing committee of each is accepting papers for this urbanfocused conference set sunday university in malaysiapp deadline july conference nov ,en,cap seen education city conference organizing committee accepting paper urbanfocused conference set sunday university malaysiapp deadline july conference nov ,0.0,0.906,0.094,0.3818,positive
theedgemalaysia,2022-07-21 09:49:04+00:00,1,ProdTheEdgeMarketsFeedAPI,sunday university ranks noin talentbanks graduate employability survey,en,sunday university rank noin talentbanks graduate employability survey,0.0,1.0,0.0,0.0,neutral
ameunetwork_,2022-07-20 13:37:45+00:00,1,Twitter for iPhone,what are you waiting for details of the event as belowdate with with augustsaturday amp sundaytimedayam pmayamayaavenue sunday universityonline platform zoomtimes stated in malaysian time,en,waiting detail event belowdate augustsaturday amp sundaytimedayam pmayamayaavenue sunday universityonline platform zoomtimes stated malaysian time,0.0,1.0,0.0,0.0,neutral
UniversalTinte1,2022-07-20 13:10:39+00:00,20,Twitter Web App,meet opal mchinguris daughter tanyashe studied at sunday university in malaysia much very patrioticthen she went on to study months sthey claim be patriotic but they sent their kiss schools europe amp your are zanupf allies,en,meet opal mchinguris daughter tanyashe studied sunday university malaysia much patrioticthen went study month sthey claim patriotic sent kiss school europe amp zanupf ally,0.0,0.904,0.096,0.5719,positive
yclim95,2022-07-20 05:46:12+00:00,0,Instagram,blending in looks like a student rightsunway university collegehealing jay,en,blending look like student rightsunway university collegehealing jay,0.0,0.762,0.238,0.3612,positive
OccupyDunia,2022-07-19 11:48:02+00:00,1,Twitter for Android,sunday university received a star employability rating in multiple fields of study including accounting arts amp design engineering hospitality,en,sunday university received star employability rating multiple field study including accounting art amp design engineering hospitality,0.0,1.0,0.0,0.0,neutral
fuckeveryuni,2022-07-18 13:17:04+00:00,0,"Cheap Bots, Done Quick!",middlefingerfuck sunday university in malaysia Malaysia,en,middlefingerfuck sunday university malaysia Malaysia,0.0,1.0,0.0,0.0,neutral
sunwayechomedia,2022-07-18 10:30:38+00:00,0,WordPress.com,for years many women struggled in life due to the problem of gender inequalityto overcome this issue sunday university student council such had organized empowerment conference which seeks empower young womenread on more,en,year many woman struggled life due problem gender inequalityto overcome issue sunday university student council organized empowerment conference seek empower young womenread,0.141,0.859,0.0,-0.6249,negative
MengKeetYong,2022-07-17 17:56:21+00:00,0,Twitter for iPhone,proud to be part of sunday university entering programme as a career enterhere the throwback video our recent with anniversary celebration watch here,en,proud part sunday university entering programme career enterhere throwback video recent anniversary celebration watch,0.0,0.871,0.129,0.4767,positive
MengKeetYong,2022-07-17 09:21:38+00:00,0,Twitter for iPhone,can summer awardssunway universitywell done sunuadtp proud of you guns,en,summer awardssunway universitywell done sunuadtp proud gun,0.0,0.744,0.256,0.4767,positive
MengKeetYong,2022-07-16 08:21:11+00:00,0,Twitter for iPhone,means list certaward for justice summer awards well done sonsunuadtp can sunwayuniversity,en,mean list certaward justice summer award well done sonsunuadtp sunwayuniversity,0.0,0.514,0.486,0.8176,positive
SMLS_SunU,2022-07-15 12:14:12+00:00,2,Twitter Web App,we are proud to announce that associate professor dr elicit hung pad from the school of medical and life sciences sunday university was named one recipients loréalunesco fellowship for women in science aclassabove,en,proud announce associate professor dr elicit hung pad school medical life science sunday university named one recipient loréalunesco fellowship woman science aclassabove,0.0,0.912,0.088,0.4767,positive
MengKeetYong,2022-07-15 11:58:35+00:00,0,Twitter for iPhone,can summer awards ceremony UnitedStates Malaysiasunuadtp sunwayuniversitywell done soncaecentre for american education stay tuned more photo,en,summer award ceremony UnitedStates Malaysiasunuadtp sunwayuniversitywell done soncaecentre american education stay tuned photo,0.0,0.833,0.167,0.4588,positive
BusinessTodayM1,2022-07-15 09:55:43+00:00,0,WordPress.com,sunday university awarded number one in graduate employability,en,sunday university awarded number one graduate employability,0.0,0.6,0.4,0.4588,positive
SunwayU,2022-07-15 02:53:25+00:00,2,Twitter Web App,sunday university school of engineering and technologyprogrammes aim to provide graduates with the ideal platform begin their successful career in fields electronic electrical chemical engineeringfor more information visit,en,sunday university school engineering technologyprogrammes aim provide graduate ideal platform begin successful career field electronic electrical chemical engineeringfor information visit,0.0,0.783,0.217,0.802,positive
theedgemalaysia,2022-07-14 10:42:04+00:00,0,ProdTheEdgeMarketsFeedAPI,red institute signs you with sunday university malaysia,en,red institute sign sunday university malaysia,0.0,1.0,0.0,0.0,neutral
BusinessTodayM1,2022-07-14 09:55:11+00:00,0,WordPress.com,red institute signs you with sunday university to launch masters programme,en,red institute sign sunday university launch master programme,0.0,1.0,0.0,0.0,neutral
SunwayU,2022-07-14 09:15:36+00:00,3,Twitter for Android,yesterday we had lead our sunwayians on a sunday tower run from the ground floor to with of university building personrunningwomanrunningstarstruckjoin us in fostering campuswithaconscience by using stairs more often maintain good health and welling,en,yesterday lead sunwayians sunday tower run ground floor university building personrunningwomanrunningstarstruckjoin u fostering campuswithaconscience using stair often maintain good health welling,0.0,0.847,0.153,0.6969,positive
usembassykl,2022-07-12 05:37:15+00:00,7,Twitter Web App, apart from the highlight of their performance at our independence day reception held makarin oriental hotel band also performed sunday universitystamp mall an orphanage home pure life society ,en, apart highlight performance independence day reception held makarin oriental hotel band also performed sunday universitystamp mall orphanage home pure life society ,0.0,0.918,0.082,0.34,positive
lasimbang,2022-07-07 04:49:48+00:00,32,LinkedIn,granulation for my master in sustainable development management sunday universitythanks to all friends and lectures that made it happensustainabledevelopment,en,granulation master sustainable development management sunday universitythanks friend lecture made happensustainabledevelopment,0.0,0.853,0.147,0.4767,positive
BLSLancasterUni,2022-07-05 08:55:06+00:00,8,Twitter for iPhone,profits at sunday university for the future cities and to celebrateyears of partnership with,en,profit sunday university future city celebrateyears partnership,0.0,0.818,0.182,0.4404,positive
sureshdr,2022-07-05 00:29:14+00:00,1,Twitter for iPhone,by sunday university economist part of group who also does…property developmentnow very independent indeed,en,sunday university economist part group also property developmentnow independent indeed,0.0,1.0,0.0,0.0,neutral
nurinmusfirah52,2022-07-02 09:13:05+00:00,8,Twitter for iPad,partof teachers daysunway university by mecamerawithflash,en,partof teacher daysunway university mecamerawithflash,0.0,1.0,0.0,0.0,neutral
umaroojen_,2022-06-30 04:29:22+00:00,1,Twitter for iPhone,law la yale sunday university,en,law la yale sunday university,0.0,1.0,0.0,0.0,neutral
fauziyusoff,2022-06-30 02:44:02+00:00,0,Instagram,deadline is comingsunday university,en,deadline comingsunday university,0.0,1.0,0.0,0.0,neutral
pandayoongart,2022-06-27 09:58:00+00:00,47,Twitter for iPhone,i will be at sunday university college tomorrow from ampmcome and visit me if your the student there sparklingheartsunday sunwayuniversity sunwaycollege booth pour,en,sunday university college tomorrow ampmcome visit student sparklingheartsunday sunwayuniversity sunwaycollege booth pour,0.0,1.0,0.0,0.0,neutral
XParkMalaysia,2022-06-27 03:58:34+00:00,2,Twitter Web App,dear all we have a booth at sunday university today please stop by and learn more about our not membership starstruckpark membership nftartist etc eh pentasio opened poland,en,dear booth sunday university today please stop learn membership starstruckpark membership nftartist etc eh pentasio opened poland,0.071,0.772,0.158,0.4019,positive
unclesankles,2022-06-26 16:11:33+00:00,3,Twitter for iPhone,roundpushpin sunday university granulation,en,roundpushpin sunday university granulation,0.0,1.0,0.0,0.0,neutral
qedx_,2022-06-26 13:01:14+00:00,2,Fenix 2,some people go to the traffic hell hole that is sunday university and still think highways are great,en,people go traffic hell hole sunday university still think highway great,0.186,0.648,0.166,-0.128,negative
Fatynfitri,2022-06-24 23:02:36+00:00,0,Foursquare Swarm,camp final examsunway university in sprang jay selangor,en,camp final examsunway university sprang jay selangor,0.0,1.0,0.0,0.0,neutral
SunwayU,2022-06-24 11:29:00+00:00,1,Twitter Web App,the us pacific fleet band will be performing charttopping hits and traditional new orleansstyle brass favourite at free lunchtime concert on campsjoin us for an entertaining this with junefrom pm to pm act hall levelsunday university,en,u pacific fleet band performing charttopping hit traditional new orleansstyle brass favourite free lunchtime concert campsjoin u entertaining junefrom pm pm act hall levelsunday university,0.0,0.846,0.154,0.7351,positive
SunwayU,2022-06-21 09:13:05+00:00,3,Twitter for Android,this weeks lunchtime concert is proud to present you with s ba sons music performance showcase ii fearing some of our talented sunwayians starstruckviolinmusicalkeyboardjoin us at the so view gallery mezzanine floor sunday university enjoy a wonderful lunch break music,en,week lunchtime concert proud present ba son music performance showcase ii fearing talented sunwayians starstruckviolinmusicalkeyboardjoin u view gallery mezzanine floor sunday university enjoy wonderful lunch break music,0.074,0.66,0.266,0.8625,positive
MariaMalissa,2022-06-20 22:53:36+00:00,0,Twitter for Android,good morning have a great tuesday friends purpleheart skyline sunwayuniversity,en,good morning great tuesday friend purpleheart skyline sunwayuniversity,0.0,0.373,0.627,0.8779,positive
LICAatLancaster,2022-06-20 10:50:06+00:00,2,Twitter Web App,lice film pad candidate in hunt is attending the sustainability and culture programme at sunday university participants will learn about malaysias sustainability culture volunteers academicread more here,en,louse film pad candidate hunt attending sustainability culture programme sunday university participant learn malaysia sustainability culture volunteer academicread,0.0,1.0,0.0,0.0,neutral
SunwayU,2022-06-20 10:35:00+00:00,1,Twitter Web App,we are proud to share the awesome news that international collaboration proposal conducted by our sunday university research centre for humanmachine collaboration human unload corps japan and aerogenes in japan was features in nickel newspaperstarstrucknewspaperaclassabove,en,proud share awesome news international collaboration proposal conducted sunday university research centre humanmachine collaboration human unload corp japan aerogenes japan feature nickel newspaperstarstrucknewspaperaclassabove,0.0,0.773,0.227,0.8555,positive
azlyrahman,2022-06-18 03:53:32+00:00,0,Twitter Web App,on technology cognition and liberal education chersunway university via,en,technology cognition liberal education chersunway university via,0.0,1.0,0.0,0.0,neutral
httpjooniverse,2022-06-16 18:21:48+00:00,0,Twitter for iPhone,is it worth taking a design communication degree at sunday university or digital media the one academyloudlycryingfaceloudlycryingface i can make up my mind,en,worth taking design communication degree sunday university digital medium one academyloudlycryingfaceloudlycryingface make mind,0.0,0.913,0.087,0.2263,positive
pikupikoo,2022-06-16 15:02:40+00:00,1,Twitter for Android,now sunday university is a way to go,en,sunday university way go,0.0,1.0,0.0,0.0,neutral
