User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
mytoyhoard,2022-07-15 06:58:44+00:00,2,Twitter for iPhone,final year exhibition at taylor university all the best,en,final year exhibition taylor university best,0.0,0.656,0.344,0.6369,positive
ezli007,2022-07-13 07:40:41+00:00,0,Twitter Web App,taylor is noprivate university in southeast asia three years a rowmore inform,en,taylor noprivate university southeast asia three year rowmore inform,0.0,1.0,0.0,0.0,neutral
staronline,2022-07-13 07:16:45+00:00,1,Twitter Web App,in the spirit of innovation a team five students from taylor university embarked on quest to innate gamechanging ideas for industry– brought you by,en,spirit innovation team five student taylor university embarked quest innate gamechanging idea industry brought,0.0,0.83,0.17,0.5106,positive
ezli007,2022-07-13 07:10:18+00:00,0,Twitter Web App,news world university bankingtaylor recognised as top private in malaysia and southeast asiaaccounting universitymore inform,en,news world university bankingtaylor recognised top private malaysia southeast asiaaccounting universitymore inform,0.0,0.886,0.114,0.2023,positive
ezli007,2022-07-13 04:27:53+00:00,0,Twitter for Android,newstaylors university retains its position as malaysias leading private in the is graduate employability bankingbanking with world for employment rate indicatoraccounting universityget more inform,en,newstaylors university retains position malaysia leading private graduate employability bankingbanking world employment rate indicatoraccounting universityget inform,0.0,1.0,0.0,0.0,neutral
ezli007,2022-07-13 04:18:14+00:00,0,Twitter for Android,taylor university retains its position as malaysias leading private in the is graduate employability bankingbanking with world for employment rate indicatoraccounting universitymore into click it,en,taylor university retains position malaysia leading private graduate employability bankingbanking world employment rate indicatoraccounting universitymore click,0.0,1.0,0.0,0.0,neutral
DunlapInstitute,2022-07-12 20:47:37+00:00,3,Twitter Web App,so you want to become an astronomynow whatuniversity of toronto glad student taylor intra started out on a different path but then through series events she shifted years into astronomywatch taylor fascinating story hereof,en,want become astronomynow whatuniversity toronto glad student taylor intra started different path series event shifted year astronomywatch taylor fascinating story hereof,0.0,0.789,0.211,0.7929,positive
LamarUniversity,2022-07-12 15:01:54+00:00,5,Agorapulse app,join us in reminiscing on president taylor first year at later universityto watch the full interview visitwhere you can also look back exciting events memorable moments and notable accomplishments that have occurred since july of ,en,join u reminiscing president taylor first year later universityto watch full interview visitwhere also look back exciting event memorable moment notable accomplishment occurred since july ,0.0,0.859,0.141,0.6597,positive
_nsyakinah,2022-07-12 12:13:00+00:00,1697,Twitter for iPhone,birches that studied in taylor university lakeside camps talking about in from the streets his……show us your suction fees,en,birch studied taylor university lakeside camp talking street show u suction fee,0.0,1.0,0.0,0.0,neutral
ezli007,2022-07-12 06:47:52+00:00,0,Twitter Web App,taylor university is now rangedin asia according to the is bankingleapingplaces from previous year and lamenting its position as malaysias top private universityaccounting universitymore inform,en,taylor university rangedin asia according bankingleapingplaces previous year lamenting position malaysia top private universityaccounting universitymore inform,0.108,0.827,0.065,-0.296,negative
ezli007,2022-07-12 06:34:36+00:00,0,Twitter Web App,newstaylors university retains its position as malaysias leading private in the is graduate employability bankingbanking with world for employment rate indicatoraccounting universitymore inform,en,newstaylors university retains position malaysia leading private graduate employability bankingbanking world employment rate indicatoraccounting universitymore inform,0.0,1.0,0.0,0.0,neutral
ezli007,2022-07-12 06:14:20+00:00,0,Twitter Web App,newstaylors has again been named the number one private university in southeast asia by is world banking for third year a row banking atinstitution broke into topof universities worldmore inform,en,newstaylors named number one private university southeast asia world banking third year row banking atinstitution broke topof university worldmore inform,0.09,0.868,0.042,-0.3612,negative
staronline,2022-07-12 05:31:27+00:00,0,Twitter Web App,qualifying and analyzing this intangible aspect of service could be the key to managing revenuebrought you by taylor university,en,qualifying analyzing intangible aspect service could key managing revenuebrought taylor university,0.0,1.0,0.0,0.0,neutral
fuckeveryuni,2022-07-12 01:15:26+00:00,0,"Cheap Bots, Done Quick!",middlefingerfuck taylor university in malaysia Malaysia,en,middlefingerfuck taylor university malaysia Malaysia,0.0,1.0,0.0,0.0,neutral
ArtsConsulting,2022-07-11 20:00:28+00:00,0,Hootsuite Inc.,enriching the arts landscape at university of california san diego newly appointed director jessica berlanga taylor act facilitated national search leading to taylor appointmentread more,en,enriching art landscape university california san diego newly appointed director jessica berlanga taylor act facilitated national search leading taylor appointmentread,0.0,1.0,0.0,0.0,neutral
collegefessing,2022-07-11 13:47:35+00:00,318,Twitter for iPhone,… the flashlights of our phone instead friend one founders school stepped out and thanked us for performancetaylor university,en, flashlight phone instead friend one founder school stepped thanked u performancetaylor university,0.0,0.724,0.276,0.7269,positive
miss_shortcakes,2022-07-09 10:00:58+00:00,0,Twitter for iPhone,it was our honour to be a guest judge at the final presentation in wedding cake category taylor universitythank you chef diam shamsuddin for inviting me assessment congratulations all students redhearttaylorsuniversity missshortcakes cakes,en,honour guest judge final presentation wedding cake category taylor universitythank chef diam shamsuddin inviting assessment congratulation student redhearttaylorsuniversity missshortcakes cake,0.0,0.746,0.254,0.872,positive
Daik1malaysia,2022-07-09 00:56:31+00:00,4,Twitter for Android,hi my name is dark years oldin japanesei will be unrolling at taylor university in malaysia augustwould you like to make friends with me if are enrolled a malaysiataylorsuniversitymalaysiastudyabroad foundationengineering,en,hi name dark year oldin japanesei unrolling taylor university malaysia augustwould like make friend enrolled malaysiataylorsuniversitymalaysiastudyabroad foundationengineering,0.0,0.828,0.172,0.6808,positive
LRGSmfl,2022-07-06 10:48:04+00:00,4,Twitter for iPhone,at the piti schools programme day merchant taylor london were had a fantastic talk by dr yiacoup this morning on cultural legacy in spain and now for dry of independence with dixon both from university liverpool,en,piti school programme day merchant taylor london fantastic talk dr yiacoup morning cultural legacy spain dry independence dixon university liverpool,0.0,0.904,0.096,0.5574,positive
HowarthCharles,2022-07-04 09:34:30+00:00,0,Twitter for iPhone,is i still haven got used to the dogbolter name when was youngin my year before university bowed at bradford arc a crew with guy called am who one of brewery taylor we had what then best bitter on tap bar,en,still got used dogbolter name youngin year university bowed bradford arc crew guy called one brewery taylor best bitter tap bar,0.064,0.841,0.095,0.34,positive
CRiT91920245,2022-07-04 02:55:52+00:00,0,Twitter Web App,centre for research and innovation in tourism writ association with the school of hospitality events taylor university is organizing a weimar on topic defining sustainable practices strategic environmental recovery by,en,centre research innovation tourism writ association school hospitality event taylor university organizing weimar topic defining sustainable practice strategic environmental recovery,0.0,0.915,0.085,0.3818,positive
HasRameli,2022-07-04 00:25:22+00:00,6,Twitter for Android,anyone with typhoid injection anna join team door gape pop up stall at taylor university on with julypaid job victoryhand,en,anyone typhoid injection anna join team door gape pop stall taylor university julypaid job victoryhand,0.082,0.818,0.1,0.1027,positive
dontwannashar3,2022-07-03 15:03:56+00:00,0,Twitter Web App,if that what you think taylor music is about should demand a refund from your university loudlycryingfaceloudlycryingfaceloudlycryingface,en,think taylor music demand refund university loudlycryingfaceloudlycryingfaceloudlycryingface,0.091,0.909,0.0,-0.128,negative
CRiT91920245,2022-07-02 02:29:49+00:00,0,Twitter Web App,centre for research and innovation in tourism writ association with the school of hospitality events taylor university is organizing a weimar on topic re defining sustainable practices strategic environmental recovery by,en,centre research innovation tourism writ association school hospitality event taylor university organizing weimar topic defining sustainable practice strategic environmental recovery,0.0,0.918,0.082,0.3818,positive
detmercy,2022-07-01 18:25:21+00:00,15,Twitter Web App,welcome president taylorthe donald taylor era at detroit mercy began today as the new received his id card moved into office in student union and continued to meet colleagueslearn more on taylor vision for university,en,welcome president taylorthe donald taylor era detroit mercy began today new received id card moved office student union continued meet colleagueslearn taylor vision university,0.0,0.805,0.195,0.7759,positive
ConsultantsNpi,2022-07-01 10:53:26+00:00,2,Twitter Web App,MalaysiaMalaysiaMalaysiastudy at taylor university malaysiaMalaysia with northpole consultant and kick start your educational career right today a wide range of highly employable undergrad postural degree programs exceptionally low suction fees for details contact us,en,MalaysiaMalaysiaMalaysiastudy taylor university malaysiaMalaysia northpole consultant kick start educational career right today wide range highly employable undergrad postural degree program exceptionally low suction fee detail contact u,0.07,0.93,0.0,-0.3384,negative
jonathanlow,2022-06-29 11:28:52+00:00,0,LinkedIn,thanks the students and faculty members from school of hospitality tourism amp events taylor university for organizing he talk event seriesreturn international what next industryit was wonderful to connect…,en,thanks student faculty member school hospitality tourism amp event taylor university organizing talk event seriesreturn international next industryit wonderful connect ,0.0,0.804,0.196,0.765,positive
EduSpiral88,2022-06-29 06:18:57+00:00,0,Instagram,met a friendly communication student who shared her study experiencetaylors university,en,met friendly communication student shared study experiencetaylors university,0.0,0.588,0.412,0.6808,positive
EduSpiral88,2022-06-29 06:18:16+00:00,0,Instagram,camps tour for communicationtaylors university,en,camp tour communicationtaylors university,0.0,1.0,0.0,0.0,neutral
Nymea__,2022-06-27 12:49:44+00:00,43,Twitter for iPhone,taylor university salutingfacethis william long with panellists masha one artist amp creative consultant name on how cryptocurrency has changed the landscape of art world since invention nuts,en,taylor university salutingfacethis william long panellist masha one artist amp creative consultant name cryptocurrency changed landscape art world since invention nut,0.076,0.828,0.096,0.1531,positive
Siamakseyfi,2022-06-27 09:27:52+00:00,1,Twitter Web App,the writ taylor university in collaboration with genu project of voulu and queensland is organizing a summer school on innovation technology tourism to achieve sides fromaugustonline,en,writ taylor university collaboration genu project voulu queensland organizing summer school innovation technology tourism achieve side fromaugustonline,0.0,0.902,0.098,0.3818,positive
staronline,2022-06-27 04:06:16+00:00,2,Twitter Web App,digital marketing will have the potential to give consumers a fresh and immersion experience as companies seek appeal young who are perceived nativesbrought you by taylor university,en,digital marketing potential give consumer fresh immersion experience company seek appeal young perceived nativesbrought taylor university,0.0,0.916,0.084,0.3182,positive
EduSpiral88,2022-06-26 05:31:57+00:00,0,Instagram,joining august intaketaylors university,en,joining august intaketaylors university,0.0,1.0,0.0,0.0,neutral
Chandigarh_uni,2022-06-25 08:50:27+00:00,1,Twitter Web App,join us at the th international faculty development program with renowned professors from malaysias university of malay university malaysia paying months university pains and taylor lakeside camps,en,join u th international faculty development program renowned professor malaysia university malay university malaysia paying month university pain taylor lakeside camp,0.093,0.833,0.073,-0.1531,negative
Chandigarh_uni,2022-06-25 08:46:09+00:00,2,Twitter Web App,join us at the th international faculty development program with renowned professors from malaysias university of malay university malaysia paying months university pains and taylor lakeside camps,en,join u th international faculty development program renowned professor malaysia university malay university malaysia paying month university pain taylor lakeside camp,0.093,0.833,0.073,-0.1531,negative
MWYRFR,2022-06-25 06:53:47+00:00,0,Instagram,taylor university,en,taylor university,0.0,1.0,0.0,0.0,neutral
topglovecorp,2022-06-25 03:27:05+00:00,0,Twitter for iPhone,last saturday we were one of the six top employers invited to crime de la programme by taylor university had opportunity engage with their students introduce our management associate programme and help them brush up on career readiness skill,en,last saturday one six top employer invited crime de la programme taylor university opportunity engage student introduce management associate programme help brush career readiness skill,0.073,0.685,0.243,0.7351,positive
LeonXiaoAo,2022-06-24 11:48:53+00:00,0,Instagram,steal he so not happy he need a begun intervention rollingonthefloorlaughingrollingonthefloorlaughing welcome titi to h townrickets rocket w for houston hundredpointstaylor university,en,steal happy need begun intervention rollingonthefloorlaughingrollingonthefloorlaughing welcome titi h townrickets rocket w houston hundredpointstaylor university,0.254,0.628,0.118,-0.5387,negative
GenZ_Oulu,2022-06-22 11:58:22+00:00,0,Twitter for Android,the summer school is organized in collaboration with centre for research and innovation tourism taylor university university of queensland globeshowingEuropeAfrica,en,summer school organized collaboration centre research innovation tourism taylor university university queensland globeshowingEuropeAfrica,0.0,0.88,0.12,0.3818,positive
myjuristech,2022-06-22 09:30:06+00:00,0,Twitter Web App,malaysias financial landscape is accelerating especially with the rise of digitalbanks our co see was run was invited by taylor university to share her thoughts during virtual talk and here are some key takeaways,en,malaysia financial landscape accelerating especially rise digitalbanks co see run invited taylor university share thought virtual talk key takeaway,0.0,0.937,0.062,0.296,positive
casugol,2022-06-22 03:21:18+00:00,1,Twitter Web App,congratulations to earners from taylor university for successfully completing weeks of intensive advanced pythonprogramming professional pp all the best your coming examinationcasual learntogrow pythononline taylorsuniversity,en,congratulation earner taylor university successfully completing week intensive advanced pythonprogramming professional pp best coming examinationcasual learntogrow pythononline taylorsuniversity,0.0,0.612,0.388,0.9231,positive
irmohizam,2022-06-22 02:10:49+00:00,1,Twitter Web App,join these amazing speakers of the business events industry and me as we indulge in what is next for industry a program organized by students from school hospitality tourism amp taylor university malaysiataylorsuniversityshte,en,join amazing speaker business event industry indulge next industry program organized student school hospitality tourism amp taylor university malaysiataylorsuniversityshte,0.0,0.833,0.167,0.7184,positive
tsmharl,2022-06-21 11:39:05+00:00,4,Twitter for iPhone,never grow up taylor version will wreck every burnt student who have to move out for university,en,never grow taylor version wreck every burnt student move university,0.153,0.847,0.0,-0.4404,negative
OccupyDunia,2022-06-21 05:45:50+00:00,1,Twitter for Android,to address the learning poverty gap among by communities taylor university officially launched its project bacabaca at lakeside,en,address learning poverty gap among community taylor university officially launched project bacabaca lakeside,0.159,0.769,0.072,-0.4215,negative
unienrol,2022-06-21 04:22:53+00:00,0,Twitter Web App,taylor university are one of our participating for online application weekfrom ndth june pmpmsign upmilitarymedal merit scholarship up toin suction feesmilitarymedal ampre foundation and diploma,en,taylor university one participating online application weekfrom ndth june pmpmsign upmilitarymedal merit scholarship toin suction feesmilitarymedal ampre foundation diploma,0.0,0.896,0.104,0.4215,positive
kgentaylors,2022-06-21 03:13:09+00:00,1,Twitter for Android,spiralcalendar date with july school venue taylor university lakeside camps grand hallalarmclock time pm,en,spiralcalendar date july school venue taylor university lakeside camp grand hallalarmclock time pm,0.0,0.812,0.188,0.4588,positive
drzaherah,2022-06-20 06:28:49+00:00,0,Twitter for Android,taylor university lakeside camps sprang jay,en,taylor university lakeside camp sprang jay,0.0,1.0,0.0,0.0,neutral
Ameer_Hamza_T,2022-06-19 20:11:11+00:00,1,Twitter for Android,i have also studied architecture course at the universityour professor from same these sides with taylor bookfacewithtearsofjoy,en,also studied architecture course universityour professor side taylor bookfacewithtearsofjoy,0.0,1.0,0.0,0.0,neutral
GSCinemas,2022-06-18 13:08:37+00:00,209,Twitter Web App,sharing this years klan rays fearingby taylor universitygone too soon well miss you so much oak cryingface,en,sharing year klan ray fearingby taylor universitygone soon well miss much oak cryingface,0.078,0.683,0.239,0.5106,positive
DanielBerman2,2022-06-18 01:41:23+00:00,1,Twitter for Android,before taking them to a majoruniversity competition in poland backi had three eton d blockersth traders read through the firstpages of thatajp taylor origins second world warstruggle for masteryis only equal above work mio,en,taking majoruniversity competition poland backi three eton blockersth trader read firstpages thatajp taylor origin second world warstruggle masteryis equal work mio,0.0,1.0,0.0,0.0,neutral
hannyandcigs,2022-06-17 08:41:28+00:00,2,Twitter for iPhone,hey guns we are a group of yearstudents from taylor university trying to raise social awareness about neurodiversity in higher educational institutes for our move project sparkles,en,hey gun group yearstudents taylor university trying raise social awareness neurodiversity higher educational institute move project sparkle,0.0,0.916,0.084,0.3182,positive
Heeshlee,2022-06-17 05:51:53+00:00,2,Twitter for iPhone,told my mon that ill only accept her request for me to pursue degree if she pays suction fees at taylor university facewithsteamfromnose,en,told mon ill accept request pursue degree pay suction fee taylor university facewithsteamfromnose,0.106,0.795,0.098,-0.0516,negative
kgentaylors,2022-06-17 04:16:53+00:00,21,Twitter for Android,announcing motionredexclamationmarkpartyingfaceare you readyexclamationquestionmark mark on your calendar now spiralcalendarspiralcalendar date with july school venue taylor university lakeside camps grand hallalarmclock time pmregistration will be opened tomorrowredexclamationmarkfirefollow kgentaylors motion kmotion,en,announcing motionredexclamationmarkpartyingfaceare readyexclamationquestionmark mark calendar spiralcalendarspiralcalendar date july school venue taylor university lakeside camp grand hallalarmclock time pmregistration opened tomorrowredexclamationmarkfirefollow kgentaylors motion kmotion,0.0,0.906,0.094,0.4588,positive
HypeMY,2022-06-17 03:00:02+00:00,0,TweetDeck,the universities brought up include up taylor amp star,en,university brought include taylor amp star,0.0,1.0,0.0,0.0,neutral
mss_mum,2022-06-16 04:18:14+00:00,0,Twitter Web App,our next speaker associate professor dr decline china obtained her pad at months university she is currently the programme director for biomedical science course and an in school of biosciences taylor,en,next speaker associate professor dr decline china obtained pad month university currently programme director biomedical science course school bioscience taylor,0.0,1.0,0.0,0.0,neutral
UIResearchPark,2022-06-13 17:57:29+00:00,4,Twitter for iPhone,doubleexclamationmarkdont miss out on red taylor presentation this thursday junefrompm in the enterpriseworks trimbriefcase weeks topic will discuss available resources for earlystage universitybased entrepreneursregister hereuirp status,en,doubleexclamationmarkdont miss red taylor presentation thursday junefrompm enterpriseworks trimbriefcase week topic discus available resource earlystage universitybased entrepreneursregister hereuirp status,0.06,0.94,0.0,-0.1531,negative
Chris_Denver7,2022-06-12 17:25:43+00:00,0,LinkedIn,in planning to visit the witchery chicagofood business incubation try some west coast style faces from policy center at university of chicago assisted taylor facesonline pictures their food look gorgeous,en,planning visit witchery chicagofood business incubation try west coast style face policy center university chicago assisted taylor facesonline picture food look gorgeous,0.0,0.879,0.121,0.6124,positive
sofianacalero,2022-06-11 04:15:59+00:00,0,Twitter for Android,once i was arguing with someone and he told me that taylor music didn come out of the united states literally in from nicaragua a latin country several acquaintances university are swiftness,en,arguing someone told taylor music come united state literally nicaragua latin country several acquaintance university swiftness,0.089,0.828,0.083,-0.0516,negative
thenewsstar,2022-06-10 20:00:07+00:00,4,SocialNewsDesk,the extension pending approval from board of supervisors for university louisiana system makes taylor contract now run throughseason,en,extension pending approval board supervisor university louisiana system make taylor contract run throughseason,0.0,0.846,0.154,0.4767,positive
pintasip,2022-06-10 06:30:01+00:00,0,HubSpot,mr look soon long director of pints in group amp general partner also capital has been invited by taylor university to provide a weimar on intellectual property commercialisationdate with june time pmpmvenue zoomspeaker long,en,mr look soon long director pint group amp general partner also capital invited taylor university provide weimar intellectual property commercialisationdate june time pmpmvenue zoomspeaker long,0.0,0.907,0.093,0.5106,positive
MalanSyndrome,2022-06-09 20:04:40+00:00,0,Twitter for iPhone,craig mackintosh murdoch university australiasharon king taylor taleellen campbell milan parentrobert siblingregistration ends juneto learn more visit,en,craig mackintosh murdoch university australiasharon king taylor taleellen campbell milan parentrobert siblingregistration end juneto learn visit,0.0,1.0,0.0,0.0,neutral
staronline,2022-06-09 11:27:58+00:00,4,Twitter Web App,taylor spectacular rise in the recent is world university banking atplaced institution as top private malaysian southeast asia region for third time a rowbrought to you by,en,taylor spectacular rise recent world university banking atplaced institution top private malaysian southeast asia region third time rowbrought,0.0,0.933,0.067,0.2023,positive
theSundaily,2022-06-09 06:29:37+00:00,1,Twitter Web App,taylor retains position as southeast asia top private universitythesun thesundaily education banking taylorsuniversity sea,en,taylor retains position southeast asia top private universitythesun thesundaily education banking taylorsuniversity sea,0.0,0.878,0.122,0.2023,positive
UMOHPyRo,2022-06-08 12:52:07+00:00,0,WordPress.com,malaysia seen tourism scholarship at taylor university ,en,malaysia seen tourism scholarship taylor university ,0.0,1.0,0.0,0.0,neutral
NurHaniz,2022-06-05 07:46:35+00:00,0,Twitter for Android,hi radius we from the school of media and communication taylor university malaysia would like to invite you become our denote speaker at conference be interested,en,hi radius school medium communication taylor university malaysia would like invite become denote speaker conference interested,0.0,0.772,0.228,0.7003,positive
Fiori_aus,2022-06-05 05:26:08+00:00,0,Agorapulse app,taylor university footlights ten master of architecture projects,en,taylor university footlights ten master architecture project,0.0,1.0,0.0,0.0,neutral
nazlynlyn,2022-06-02 14:23:06+00:00,1,Twitter for iPhone,but still not overseas also taylor sebijik like other units just more expensive and maybe diverse there are tons of students in local universities fact who talented hardworking speak well the due stereotyping but,en,still overseas also taylor sebijik like unit expensive maybe diverse ton student local university fact talented hardworking speak well due stereotyping,0.0,0.75,0.25,0.8847,positive
NoritaJaafar,2022-06-02 10:28:42+00:00,0,Twitter for iPhone,taylor is like a foreign university based in malaysia la,en,taylor like foreign university based malaysia la,0.0,0.762,0.238,0.3612,positive
yoimgyu,2022-06-02 09:04:30+00:00,0,Twitter for iPhone,i have started applyingchoice in are taylor university ms and imp o,en,started applyingchoice taylor university m imp,0.0,1.0,0.0,0.0,neutral
ARCAT_news,2022-06-01 16:55:03+00:00,2,Buffer,taylor university footlightsmaster of architecture projectsvia,en,taylor university footlightsmaster architecture projectsvia,0.0,1.0,0.0,0.0,neutral
CRiT91920245,2022-06-01 02:48:16+00:00,0,Twitter Web App,on with maythe centre for research and innovation in tourism writ association with school of hospitality events she taylor university malaysia organised a horrid session technology sustainable hospitality,en,maythe centre research innovation tourism writ association school hospitality event taylor university malaysia organised horrid session technology sustainable hospitality,0.113,0.804,0.084,-0.2263,negative
mypsa_official,2022-05-31 13:07:33+00:00,0,Twitter for iPhone,the gypsy national pharmacy research competition noris now available on to partyingface was successfully organised with effort from both and taylor university with to with marchpartypopper,en,gypsy national pharmacy research competition noris available partyingface successfully organised effort taylor university marchpartypopper,0.0,0.887,0.113,0.4939,positive
MWYRFR,2022-05-30 16:11:15+00:00,0,Instagram,phdtaylors university,en,phdtaylors university,0.0,1.0,0.0,0.0,neutral
MWYRFR,2022-05-30 16:10:17+00:00,0,Instagram,sunnydaytaylors university,en,sunnydaytaylors university,0.0,1.0,0.0,0.0,neutral
globalstudyug,2022-05-30 09:16:17+00:00,3,Twitter for iPhone,are you interested in studying malaysia Malaysiaherestaylors university for immense leearningphotography studiomaclab studiocarpentry studious studiopinternational standard experiences amp morefor free help visit,en,interested studying malaysia Malaysiaherestaylors university immense leearningphotography studiomaclab studiocarpentry studious studiopinternational standard experience amp morefor free help visit,0.0,0.686,0.314,0.8271,positive
mypsa_official,2022-05-30 05:12:00+00:00,0,Twitter for iPhone,taylor university and dr cong for guai lecturer from school of pharmacy at months malaysia for their valuable support time in making this workshop a successful one books,en,taylor university dr cong guai lecturer school pharmacy month malaysia valuable support time making workshop successful one book,0.0,0.714,0.286,0.8625,positive
mypsa_official,2022-05-29 04:09:53+00:00,0,Twitter for iPhone,we would like to extend our gratitude speakers also prof dr shan lee wen hue lecturer from school of pharmacy at months university malaysia and sharing into hannah pharmacy taylor for the information sharing sessions books,en,would like extend gratitude speaker also prof dr lee wen hue lecturer school pharmacy month university malaysia sharing hannah pharmacy taylor information sharing session book,0.0,0.703,0.297,0.9022,positive
CRiT91920245,2022-05-29 02:45:13+00:00,0,Twitter Web App,centre for research and innovation in tourism writ association with the school of hospitality events taylor university is organizing a weimar on topic technology sustainable hospitality future agenda by,en,centre research innovation tourism writ association school hospitality event taylor university organizing weimar topic technology sustainable hospitality future agenda,0.0,0.912,0.088,0.3818,positive
ripepi_joe,2022-05-28 23:46:12+00:00,8,Twitter for Android,it would be interesting to see taylor memory being put the test before a federal can hearing how can we forget public contortions taylor went through when he maintained studied at oxford university same time as name alenina claim vein totally debunked,en,would interesting see taylor memory put test federal hearing forget public contortion taylor went maintained studied oxford university time name alenina claim vein totally debunked,0.044,0.894,0.062,0.2023,positive
AmazingArchi,2022-05-27 03:50:01+00:00,23,Twitter Web App,louis buttons fabric houses by local ongread moreglobeshowingEuropeAfricamalaysiauniversity taylor university school of architecture building and design said healing jayaregister your projectsmalaysiaarchitecture,en,louis button fabric house local ongread moreglobeshowingEuropeAfricamalaysiauniversity taylor university school architecture building design said healing jayaregister projectsmalaysiaarchitecture,0.0,1.0,0.0,0.0,neutral
CRiT91920245,2022-05-27 03:03:02+00:00,0,Twitter Web App,centre for research and innovation in tourism writ association with the school of hospitality events taylor university is organizing a weimar on topic technology sustainable hospitality future agenda,en,centre research innovation tourism writ association school hospitality event taylor university organizing weimar topic technology sustainable hospitality future agenda,0.0,0.909,0.091,0.3818,positive
sarlyadre,2022-05-27 01:37:41+00:00,2,Hootsuite Inc.,never forget the lessons of past great to see luminaries such as dato hajeedar maid still importing knowledge on young generation attend his lecturer attaylors university regarding architecture conservation,en,never forget lesson past great see luminary dato hajeedar maid still importing knowledge young generation attend lecturer attaylors university regarding architecture conservation,0.0,0.824,0.176,0.6971,positive
mrobmused,2022-05-26 14:20:37+00:00,0,Twitter for iPhone,dr taylor pad is from online regent university founded inby pat robertsonshe conceded a long time ago,en,dr taylor pad online regent university founded inby pat robertsonshe conceded long time ago,0.0,1.0,0.0,0.0,neutral
humancinnamon,2022-05-25 17:20:54+00:00,0,Twitter Web App,hello in a journalist from taylor university camps newspaper the inkslingers i have sent you private message kindly tend to it when time slightlysmilingfacethank you,en,hello journalist taylor university camp newspaper inkslingers sent private message kindly tend time slightlysmilingfacethank,0.0,0.873,0.127,0.4939,positive
karmoley,2022-05-24 20:47:44+00:00,5,Twitter for Android,my university career was a rocky one and by the time i graduated very ready for next chapter in so grateful had taylor music includingalbums that were released while at un to get me through long story short survived graduatesversion,en,university career rocky one time graduated ready next chapter grateful taylor music includingalbums released un get long story short survived graduatesversion,0.0,0.778,0.222,0.8738,positive
careerpathsbd,2022-05-24 07:04:20+00:00,0,Twitter Web App,its todayevent goinggraduationcapon spot admission at taylor universitystudy in malaysiamegaphone dont miss the golden opportunity to meet amp talk with university representativedatemay time pm pmvenue career paths head officeentry this event is free,en,todayevent goinggraduationcapon spot admission taylor universitystudy malaysiamegaphone dont miss golden opportunity meet amp talk university representativedatemay time pm pmvenue career path head officeentry event free,0.0,0.799,0.201,0.7611,positive
casugol,2022-05-24 00:00:00+00:00,0,Twitter Web App,congratulations to students of taylor university for making it mister advanced pythonprogramming professional a limestone in our weeks marathon together let us persevered and strive together achieve the certificate competence,en,congratulation student taylor university making mister advanced pythonprogramming professional limestone week marathon together let u persevered strive together achieve certificate competence,0.0,0.821,0.179,0.7096,positive
ConsultantsNpi,2022-05-23 12:10:01+00:00,2,Twitter Web App,the wait is overwe are resuming our study malaysiaMalaysia exhibition after a long break of two years due to covid get ready meet one top malaysianMalaysia university taylor officials in parisian for on spot admission,en,wait overwe resuming study malaysiaMalaysia exhibition long break two year due covid get ready meet one top malaysianMalaysia university taylor official parisian spot admission,0.0,0.882,0.118,0.5106,positive
shuhufan,2022-05-23 07:05:17+00:00,10,Twitter for iPhone,just had a sharing session with taylor university students loudlycryingface thankyoui hope it want boring ll,en,sharing session taylor university student loudlycryingface thankyoui hope want boring,0.113,0.542,0.345,0.5719,positive
MWYRFR,2022-05-21 08:08:54+00:00,0,Instagram,lakesidetaylors university,en,lakesidetaylors university,0.0,1.0,0.0,0.0,neutral
MWYRFR,2022-05-21 08:08:00+00:00,0,Instagram,鸡蛋花taylors university,en,鸡蛋花taylors university,0.0,1.0,0.0,0.0,neutral
cnc_tribunephl,2022-05-21 02:46:53+00:00,0,Twitter Web App,taylor speech likewise dared her audience to work hard on hitting ones goalfull storytaylor swiftness york universitytaylorswiftnyudailytribune,en,taylor speech likewise dared audience work hard hitting one goalfull storytaylor swiftness york universitytaylorswiftnyudailytribune,0.08,0.92,0.0,-0.1027,negative
Nashman,2022-05-20 00:06:17+00:00,4,Twitter for iPhone,left thought this was taylor university eyeseyeseyesrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,en,left thought taylor university eyeseyeseyesrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,0.0,1.0,0.0,0.0,neutral
musclecellnews,2022-05-19 22:31:01+00:00,0,Sprout Social,taylor university researches womanscientistmanscientist found that marsupsin rejuvenated insult resistance in skeletalmusclecells by increasing the rate of glucose take through motivation irspikaktglut pathwaymagnifyingglasstiltedright,en,taylor university research womanscientistmanscientist found marsupsin rejuvenated insult resistance skeletalmusclecells increasing rate glucose take motivation irspikaktglut pathwaymagnifyingglasstiltedright,0.124,0.787,0.09,-0.2263,negative
shreeester,2022-05-19 20:51:53+00:00,0,Twitter for iPhone,taylor was an arts degree for her contribution to the fine so i think it is relevant industry but yep its ultimately just a or thing universities,en,taylor art degree contribution fine think relevant industry yep ultimately thing university,0.0,0.846,0.154,0.4939,positive
